Kind,Min_Length,Max_Length,Repetition,Sum of Absolute Values,Mean Value,Standard Deviation,Shannon Entropy,Maximum Value,Minimum Value,Kmeans Threshold_A,Kmeans Threshold_B,Kmeans Nodes A Exceeding Treshhold = 1,Kmeans Nodes B Exceeding Treshhold = 1,Total Nodes = 1,count_11,count_00,count_mixed,Overlap % with zeroes,Overlap % no zeroes,Sum of min
GRUA,30,30,27,7.5014,0.3014,0.2971,3.585,0.7515,-0.0433,0.2372,0.3474,5,7,12,1,1,10,0.0909,0.1,0.6584
GRUA,30,30,28,0.6753,0.0216,0.0271,3.7004,0.054,-0.0209,0.0235,0.0154,6,7,13,5,4,3,0.7143,1.6667,0.245
GRUA,30,30,29,2.3904,0.0925,0.1034,3.4594,0.221,-0.0146,0.1019,0.0994,6,5,11,5,6,1,0.7143,5.0,1.0106
GRUA,30,30,30,0.5058,0.0211,0.0375,3.1699,0.13,-0.0,0.0642,-0.0,3,12,15,2,5,5,0.2,0.4,0.0
RNN,30,35,0,11.9269,0.497,0.3836,3.3219,0.9984,0.0,0.535,0.5786,5,5,10,1,3,8,0.0909,0.125,2.7104
RNN,30,35,1,11.2427,0.4684,0.4139,3.7004,0.9994,0.0,0.4612,0.4122,6,7,13,2,1,9,0.2,0.2222,1.4698
RNN,30,35,2,10.4177,0.4341,0.3891,3.4594,0.9763,0.0,0.4047,0.5246,6,5,11,1,2,9,0.0909,0.1111,1.2209
RNN,30,35,3,10.893,0.4539,0.3497,3.585,0.9848,0.0,0.5998,0.3345,4,8,12,0,0,12,0.0,0.0,1.9925
RNN,30,35,4,12.1256,0.5039,0.3894,3.8074,0.932,-0.0079,0.4723,0.4104,6,8,14,2,0,10,0.2,0.2,1.7631
RNN,30,35,5,11.9748,0.4989,0.4043,3.585,0.975,0.0,0.5083,0.4896,6,6,12,1,1,10,0.0909,0.1,1.8451
RNN,30,35,6,10.7038,0.446,0.3459,3.8074,0.9874,0.0,0.4961,0.3447,5,9,14,3,1,8,0.3333,0.375,2.1929
RNN,30,35,7,12.2006,0.5084,0.4486,3.585,0.997,0.0,0.5355,0.4812,6,6,12,0,0,12,0.0,0.0,0.9269
RNN,30,35,8,12.6351,0.5265,0.3678,3.585,0.9988,0.0,0.4684,0.5845,6,6,12,2,2,8,0.2,0.25,2.7186
RNN,30,35,9,12.2397,0.51,0.396,3.585,0.9829,0.0,0.5291,0.4909,6,6,12,1,1,10,0.0909,0.1,2.1561
RNN,30,35,10,12.4709,0.5196,0.408,3.8074,0.9969,0.0,0.4022,0.5068,8,6,14,2,0,10,0.2,0.2,1.9051
RNN,30,35,11,9.4908,0.3771,0.3975,3.4594,0.9992,-0.06,0.3147,0.4815,4,7,11,0,1,11,0.0,0.0,0.7374
RNN,30,35,12,12.1245,0.5052,0.3945,3.4594,0.9916,0.0,0.6031,0.4633,5,6,11,1,2,9,0.0909,0.1111,2.433
RNN,30,35,13,10.8387,0.4502,0.4171,3.585,0.9994,-0.0153,0.444,0.4639,7,5,12,1,1,10,0.0909,0.1,1.1359
RNN,30,35,14,10.3977,0.4332,0.3855,3.1699,0.9971,0.0,0.4782,0.5811,5,4,9,0,3,9,0.0,0.0,1.3861
RNN,30,35,15,13.3959,0.5582,0.4194,3.7004,0.9988,0.0,0.5181,0.5294,7,6,13,1,0,11,0.0909,0.0909,2.038
RNN,30,35,16,8.0521,0.3355,0.2448,3.7004,0.6816,0.0,0.3172,0.3141,6,7,13,3,2,7,0.3333,0.4286,2.0745
RNN,30,35,17,8.1583,0.3399,0.2577,3.1699,0.7279,0.0,0.4676,0.3322,4,5,9,0,3,9,0.0,0.0,2.1685
RNN,30,35,18,9.3464,0.3894,0.3746,3.4594,0.94,0.0,0.5198,0.3274,5,6,11,0,1,11,0.0,0.0,0.5013
RNN,30,35,19,12.8071,0.5336,0.4045,3.8074,0.9928,0.0,0.431,0.514,6,8,14,2,0,10,0.2,0.2,2.8815
RNN,30,35,20,11.67,0.4863,0.431,3.3219,0.9968,0.0,0.5595,0.5521,5,5,10,0,2,10,0.0,0.0,1.4043
RNN,30,35,21,10.8501,0.4521,0.362,3.585,0.9278,0.0,0.5298,0.3744,6,6,12,1,1,10,0.0909,0.1,1.7423
RNN,30,35,22,13.1017,0.5459,0.4202,3.585,0.993,0.0,0.5567,0.5274,7,5,12,1,1,10,0.0909,0.1,2.2116
RNN,30,35,23,11.053,0.4605,0.3919,3.0,0.9917,0.0,0.6125,0.5809,6,2,8,0,4,8,0.0,0.0,1.3335
RNN,30,35,24,10.8273,0.4499,0.4071,3.4594,0.9881,-0.0146,0.4496,0.5265,8,3,11,0,1,11,0.0,0.0,0.7222
RNN,30,35,25,11.4595,0.4775,0.4206,3.4594,0.9984,0.0,0.5839,0.4325,6,5,11,0,1,11,0.0,0.0,1.0849
RNN,30,35,26,11.1062,0.4628,0.3849,3.4594,0.9988,0.0,0.5349,0.4565,5,6,11,1,2,9,0.0909,0.1111,1.666
RNN,30,35,27,11.7666,0.4903,0.3684,3.585,0.9767,0.0,0.6113,0.3692,6,6,12,0,0,12,0.0,0.0,1.9903
RNN,30,35,28,8.6945,0.3623,0.2561,3.585,0.7736,0.0,0.3739,0.2805,9,3,12,2,2,8,0.2,0.25,2.3008
RNN,30,35,29,10.2642,0.4086,0.393,3.4594,0.9927,-0.0571,0.5426,0.3244,6,5,11,2,3,7,0.2,0.2857,1.6756
RNN,30,35,30,10.7913,0.4496,0.43,3.4594,0.9988,0.0,0.4746,0.4964,5,6,11,0,1,11,0.0,0.0,0.6357
RNNA,30,35,0,1.4363,0.0346,0.1084,3.0,0.2839,-0.0347,-0.0122,0.135,12,4,16,1,5,6,0.0909,0.1667,0.0
RNNA,30,35,1,0.0424,0.0018,0.0025,4.3219,0.0055,0.0,0.0,0.0027,12,8,20,8,0,4,2.0,2.0,0.0
RNNA,30,35,2,0.7413,0.0259,0.0436,2.3219,0.184,-0.0151,0.0296,0.0792,3,2,5,2,9,1,0.2,2.0,0.1798
RNNA,30,35,3,2.2923,0.0933,0.1265,3.8074,0.3864,-0.0202,0.0278,0.1482,8,6,14,2,0,10,0.2,0.2,0.1288
RNNA,30,35,4,0.6312,0.0244,0.0251,3.4594,0.0779,-0.0084,0.0213,0.0321,7,4,11,2,3,7,0.2,0.2857,0.1573
RNNA,30,35,5,0.7799,0.0305,0.0296,3.3219,0.0746,-0.0122,0.0296,0.0343,3,7,10,3,5,4,0.3333,0.75,0.2129
RNNA,30,35,6,1.9775,0.0824,0.1742,3.8074,0.5145,0.0,0.0072,0.232,10,4,14,2,0,10,0.2,0.2,0.0288
RNNA,30,35,7,0.2803,0.0112,0.0159,3.0,0.0518,-0.0008,0.0159,0.0206,6,2,8,0,4,8,0.0,0.0,0.0068
RNNA,30,35,8,0.417,0.0148,0.0187,3.4594,0.0464,-0.0058,0.0245,0.0085,5,6,11,0,1,11,0.0,0.0,0.0348
RNNA,30,35,9,0.3459,0.0131,0.0127,3.8074,0.0276,-0.0034,0.0084,0.0138,7,7,14,7,5,0,1.4,0.0,0.1363
RNNA,30,35,10,2.3057,0.0926,0.1221,3.8074,0.2947,-0.0265,0.0071,0.1371,6,8,14,2,0,10,0.2,0.2,0.0494
RNNA,30,35,11,1.1565,0.0482,0.0293,3.585,0.0856,0.0,0.0516,0.0426,7,5,12,3,3,6,0.3333,0.5,0.3627
RNNA,30,35,12,0.9597,0.0262,0.0679,3.1699,0.2045,-0.047,0.0666,0.0,5,4,9,0,3,9,0.0,0.0,0.0
RNNA,30,35,13,3.8861,0.1583,0.1898,3.585,0.5198,-0.0204,0.2632,0.0534,6,6,12,2,2,8,0.2,0.25,0.3876
RNNA,30,35,14,0.7627,0.0096,0.0408,3.3219,0.0993,-0.0279,-0.0177,0.0402,12,6,18,1,3,8,0.0909,0.125,0.0
RNNA,30,35,15,4.3052,0.1766,0.2657,3.8074,0.7746,-0.0084,0.3751,0.0147,5,9,14,2,0,10,0.2,0.2,0.1546
RNNA,30,35,16,2.186,0.0911,0.1029,3.1699,0.3314,0.0,0.0476,0.1822,5,4,9,2,5,5,0.2,0.4,0.3672
RNNA,30,35,17,0.6624,0.0276,0.0272,3.585,0.0588,0.0,0.0359,0.0103,10,2,12,0,0,12,0.0,0.0,0.0315
RNNA,30,35,18,4.9581,0.2065,0.2209,3.8074,0.7253,-0.0006,0.3023,0.0659,7,7,14,4,2,6,0.5,0.6667,0.6424
RNNA,30,35,19,1.1167,0.0465,0.0595,3.3219,0.1288,0.0,0.0614,0.0061,9,1,10,0,2,10,0.0,0.0,0.0
RNNA,30,35,20,0.1743,0.0073,0.0026,4.3219,0.0088,0.0,0.0048,0.0052,10,10,20,10,2,0,5.0,0.0,0.0798
RNNA,30,35,21,3.6296,0.1475,0.1203,3.8074,0.2944,-0.0189,0.14,0.1157,6,8,14,4,2,6,0.5,0.6667,0.9129
RNNA,30,35,22,0.3541,0.0148,0.0327,2.585,0.1631,-0.0,0.0861,0.0091,1,5,6,0,6,6,0.0,0.0,0.0104
RNNA,30,35,23,0.1815,0.0076,0.0075,3.4594,0.0165,0.0,0.0092,0.0053,10,1,11,0,1,11,0.0,0.0,0.0083
RNNA,30,35,24,2.772,0.1155,0.1115,3.585,0.2522,0.0,0.169,0.0338,9,3,12,0,0,12,0.0,0.0,0.1715
RNNA,30,35,25,0.5606,0.0234,0.0305,3.1699,0.0698,-0.0,0.0363,0.0127,7,2,9,1,4,7,0.0909,0.1429,0.0354
RNNA,30,35,26,0.6333,0.0264,0.0455,3.7004,0.1399,0.0,0.0635,0.0078,4,9,13,1,0,11,0.0909,0.0909,0.0184
RNNA,30,35,27,1.0955,0.0456,0.0195,4.0875,0.073,0.0,0.0422,0.0268,6,11,17,5,0,7,0.7143,0.7143,0.3927
RNNA,30,35,28,0.5835,0.0243,0.025,2.3219,0.1136,0.0,0.0199,0.0696,4,1,5,0,7,5,0.0,0.0,0.1804
RNNA,30,35,29,0.6363,-0.0044,0.0336,3.1699,0.0738,-0.0534,0.0259,-0.015,3,12,15,2,5,5,0.2,0.4,0.0252
RNNA,30,35,30,1.7665,0.0718,0.0776,3.1699,0.2278,-0.0063,0.107,0.0536,6,3,9,3,6,3,0.3333,1.0,0.3167
LSTM,30,35,0,6.1818,0.2188,0.259,3.3219,0.6258,-0.0888,0.3391,0.153,7,3,10,3,5,4,0.3333,0.75,1.2294
LSTM,30,35,1,9.5644,0.3985,0.2309,4.0875,0.9662,0.0,0.3308,0.2903,9,8,17,5,0,7,0.7143,0.7143,3.0206
LSTM,30,35,2,11.3601,0.4733,0.3838,3.585,0.9867,0.0,0.4592,0.4865,5,7,12,1,1,10,0.0909,0.1,1.705
LSTM,30,35,3,5.8392,0.2364,0.1874,3.9069,0.5371,-0.035,0.2002,0.2085,9,6,15,6,3,3,1.0,2.0,1.8721
LSTM,30,35,4,10.3227,0.4301,0.3289,3.8074,0.9851,0.0,0.484,0.2738,8,6,14,2,0,10,0.2,0.2,2.0273
LSTM,30,35,5,14.6375,0.6099,0.3568,3.9069,0.9909,0.0,0.5159,0.5138,6,9,15,4,1,7,0.5,0.5714,3.8545
LSTM,30,35,6,10.7951,0.4498,0.4203,3.4594,0.9997,0.0,0.3967,0.5358,4,7,11,1,2,9,0.0909,0.1111,1.6533
LSTM,30,35,7,10.7087,0.4462,0.3601,3.8074,0.9808,0.0,0.4666,0.3036,8,6,14,2,0,10,0.2,0.2,1.9119
LSTM,30,35,8,12.3507,0.5146,0.424,3.585,0.9972,0.0,0.4774,0.5617,8,4,12,0,0,12,0.0,0.0,1.2949
LSTM,30,35,9,11.2231,0.4676,0.3714,3.9069,0.997,0.0,0.2816,0.4923,8,7,15,3,0,9,0.3333,0.3333,1.694
LSTM,30,35,10,11.0474,0.4603,0.3909,3.585,0.997,0.0,0.4158,0.4981,5,7,12,1,1,10,0.0909,0.1,1.5192
LSTM,30,35,11,8.9352,0.3723,0.3578,3.7004,0.9246,0.0,0.4731,0.1739,8,5,13,1,0,11,0.0909,0.0909,0.9977
LSTM,30,35,12,9.6753,0.4031,0.3297,3.4594,0.8534,0.0,0.4202,0.4363,6,5,11,1,2,9,0.0909,0.1111,1.9111
LSTM,30,35,13,11.3407,0.4725,0.3853,3.585,0.9997,0.0,0.4348,0.5103,6,6,12,2,2,8,0.2,0.25,1.7992
LSTM,30,35,14,9.8514,0.4105,0.4203,3.4594,0.9997,0.0,0.4331,0.453,6,5,11,0,1,11,0.0,0.0,0.5612
LSTM,30,35,15,9.423,0.3926,0.3395,3.3219,0.9895,0.0,0.4604,0.4089,6,4,10,1,3,8,0.0909,0.125,2.0541
LSTM,30,35,16,9.4619,0.3824,0.3412,3.585,0.8992,-0.0495,0.4648,0.2999,6,6,12,0,0,12,0.0,0.0,1.0426
LSTM,30,35,17,11.0351,0.4598,0.3825,3.4594,0.9926,0.0,0.3792,0.5521,3,8,11,1,2,9,0.0909,0.1111,1.5585
LSTM,30,35,18,13.2437,0.5518,0.3569,3.8074,0.9997,0.0,0.5536,0.4301,6,8,14,2,0,10,0.2,0.2,3.3025
LSTM,30,35,19,10.2474,0.427,0.3146,3.9069,0.932,0.0,0.4663,0.2518,8,7,15,3,0,9,0.3333,0.3333,2.2499
LSTM,30,35,20,11.2319,0.468,0.4238,3.4594,0.9981,0.0,0.4313,0.5631,4,7,11,0,1,11,0.0,0.0,0.8286
LSTM,30,35,21,12.2378,0.5099,0.3801,3.3219,0.9858,0.0,0.5319,0.6116,8,2,10,0,2,10,0.0,0.0,1.9792
LSTM,30,35,22,10.2431,0.4268,0.3518,3.4594,0.9894,0.0,0.4602,0.4496,4,7,11,2,3,7,0.2,0.2857,2.1109
LSTM,30,35,23,8.6114,0.358,0.357,3.7004,0.9648,-0.0095,0.1149,0.5469,6,7,13,1,0,11,0.0909,0.0909,0.9717
LSTM,30,35,24,12.8953,0.5373,0.3712,3.4594,0.9834,0.0,0.5168,0.6147,5,6,11,1,2,9,0.0909,0.1111,2.8253
LSTM,30,35,25,11.7332,0.4889,0.4213,3.3219,0.9979,0.0,0.5834,0.5281,5,5,10,1,3,8,0.0909,0.125,1.9118
LSTM,30,35,26,11.9801,0.4992,0.4345,3.585,0.9953,0.0,0.5463,0.4504,7,5,12,1,1,10,0.0909,0.1,1.1927
LSTM,30,35,27,12.7456,0.5311,0.4014,3.8074,0.9976,0.0,0.5173,0.4243,8,6,14,2,0,10,0.2,0.2,2.7854
LSTM,30,35,28,12.9585,0.5399,0.384,3.8074,0.9916,0.0,0.4458,0.5173,6,8,14,4,2,6,0.5,0.6667,2.8903
LSTM,30,35,29,7.6749,0.306,0.2975,3.4594,0.8353,-0.0829,0.4552,0.1642,7,4,11,2,3,7,0.2,0.2857,1.3427
LSTM,30,35,30,9.9351,0.4058,0.3915,3.3219,0.9993,-0.035,0.4238,0.497,4,6,10,0,2,10,0.0,0.0,1.0079
LSTMA,30,35,0,1.6712,0.0589,0.0946,3.8074,0.2287,-0.0253,-0.0053,0.1051,12,7,19,4,2,6,0.5,0.6667,0.0203
LSTMA,30,35,1,0.1463,0.0021,0.0116,2.3219,0.0399,-0.0099,0.0171,-0.0,2,12,14,0,7,5,0.0,0.0,0.0
LSTMA,30,35,2,0.6501,0.0263,0.0205,4.0,0.0536,-0.0028,0.0268,0.0139,7,9,16,5,1,6,0.7143,0.8333,0.1483
LSTMA,30,35,3,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2,2,4,0,8,4,0.0,0.0,0.0
LSTMA,30,35,4,1.1266,0.0443,0.0419,4.1699,0.1139,-0.0181,0.0064,0.0526,9,9,18,9,3,0,3.0,0.0,0.2102
LSTMA,30,35,5,0.7168,0.0299,0.03,3.585,0.0664,0.0,0.0064,0.0374,2,10,12,1,1,10,0.0909,0.1,0.0435
LSTMA,30,35,6,0.2959,0.0123,0.0168,3.8074,0.0587,-0.0,0.0197,-0.0,8,12,20,5,3,4,0.7143,1.25,0.0
LSTMA,30,35,7,0.0,-0.0,0.0,2.3219,0.0,-0.0,-0.0,0.0,12,3,15,1,8,3,0.0909,0.3333,0.0
LSTMA,30,35,8,0.4768,0.0199,0.0276,3.8074,0.0655,0.0,0.0353,0.0,7,7,14,3,1,8,0.3333,0.375,0.0
LSTMA,30,35,9,1.0541,0.0438,0.0518,3.0,0.1482,-0.001,0.0473,0.0635,2,6,8,2,6,4,0.2,0.5,0.1621
LSTMA,30,35,10,0.8021,0.007,0.0428,3.3219,0.1167,-0.0391,-0.0044,0.0418,12,3,15,2,4,6,0.2,0.3333,0.0349
LSTMA,30,35,11,0.1977,0.0016,0.0102,3.0,0.0291,-0.0086,0.0079,0.0026,3,5,8,1,5,6,0.0909,0.1667,0.0114
LSTMA,30,35,12,0.0,0.0,0.0,2.3219,0.0,0.0,0.0,0.0,1,4,5,0,7,5,0.0,0.0,0.0
LSTMA,30,35,13,0.5757,-0.0039,0.0394,2.3219,0.1208,-0.0495,0.0216,0.0,3,2,5,0,7,5,0.0,0.0,0.0
LSTMA,30,35,14,0.6091,0.0069,0.0329,3.585,0.0686,-0.0424,0.0279,-0.0141,6,12,18,3,3,6,0.3333,0.5,0.0229
LSTMA,30,35,15,0.4963,0.0207,0.0235,3.7004,0.0508,0.0,0.0328,0.0,9,4,13,3,2,7,0.3333,0.4286,0.0
LSTMA,30,35,16,0.7749,0.0111,0.0395,3.4594,0.0711,-0.0354,0.0393,-0.0136,6,12,18,0,1,11,0.0,0.0,0.0186
LSTMA,30,35,17,0.0,0.0,0.0,4.585,0.0,0.0,0.0,0.0,12,12,24,12,0,0,0.0,0.0,0.0
LSTMA,30,35,18,1.9793,0.0696,0.0948,3.585,0.216,-0.0416,0.0136,0.1157,5,7,12,4,4,4,0.5,1.0,0.201
LSTMA,30,35,19,0.7664,0.0244,0.0272,3.9069,0.0497,-0.0182,0.0192,0.0155,8,7,15,6,3,3,1.0,2.0,0.2497
LSTMA,30,35,20,0.6015,0.0091,0.0348,2.585,0.0745,-0.0171,0.0305,0.0238,4,2,6,0,6,6,0.0,0.0,0.0
LSTMA,30,35,21,0.0612,-0.0022,0.0043,3.3219,0.0042,-0.0095,-0.0044,0.0,12,4,16,2,4,6,0.2,0.3333,0.0
LSTMA,30,35,22,2.1192,0.0844,0.1512,3.0,0.4108,-0.0142,0.1688,0.0,6,2,8,1,5,6,0.0909,0.1667,0.0
LSTMA,30,35,23,1.8194,0.0747,0.069,3.585,0.1883,-0.0064,0.0509,0.0985,6,6,12,4,4,4,0.5,1.0,0.485
LSTMA,30,35,24,1.0827,0.0307,0.0877,2.0,0.2843,-0.0247,0.1056,0.0911,3,1,4,1,9,2,0.0909,0.5,0.1221
LSTMA,30,35,25,0.2494,0.0035,0.0153,2.0,0.0571,-0.0076,0.0066,0.0224,2,2,4,0,8,4,0.0,0.0,0.0161
LSTMA,30,35,26,0.0674,0.0028,0.0057,3.8074,0.0178,-0.0,0.0067,0.0,5,9,14,4,2,6,0.5,0.6667,0.0
LSTMA,30,35,27,1.0902,0.0454,0.0671,3.3219,0.1672,0.0,0.0,0.0798,3,7,10,2,4,6,0.2,0.3333,0.0
LSTMA,30,35,28,1.6708,0.0632,0.0556,3.8074,0.1277,-0.0201,0.0279,0.0838,6,8,14,3,1,8,0.3333,0.375,0.286
LSTMA,30,35,29,0.2363,-0.0031,0.0131,2.8074,0.0224,-0.0301,0.0044,-0.0031,3,12,15,0,5,7,0.0,0.0,0.0014
LSTMA,30,35,30,1.5088,0.0624,0.072,3.1699,0.1952,-0.0027,0.0969,0.0488,6,3,9,3,6,3,0.3333,1.0,0.3285
GRU,30,35,0,13.2329,0.5514,0.4068,3.8074,0.9973,0.0,0.4686,0.5064,7,7,14,3,1,8,0.3333,0.375,3.5344
GRU,30,35,1,12.2218,0.5092,0.3432,3.9069,0.9613,0.0,0.485,0.367,8,7,15,3,0,9,0.3333,0.3333,2.9215
GRU,30,35,2,13.1398,0.5475,0.4104,3.585,0.9997,0.0,0.5371,0.5579,6,6,12,0,0,12,0.0,0.0,1.9969
GRU,30,35,3,13.6866,0.5703,0.4103,3.585,0.9979,0.0,0.5806,0.5609,7,5,12,2,2,8,0.2,0.25,3.3526
GRU,30,35,4,12.6369,0.5265,0.438,3.585,0.9951,0.0,0.5346,0.5103,8,4,12,1,1,10,0.0909,0.1,1.5687
GRU,30,35,5,12.6718,0.528,0.3645,3.4594,0.9962,0.0,0.5767,0.5346,7,4,11,1,2,9,0.0909,0.1111,2.7683
GRU,30,35,6,11.254,0.4689,0.3866,3.3219,0.9974,0.0,0.5872,0.4783,4,6,10,0,2,10,0.0,0.0,1.7269
GRU,30,35,7,13.9406,0.5809,0.4019,3.7004,0.9944,0.0,0.517,0.5659,8,5,13,1,0,11,0.0909,0.0909,2.504
GRU,30,35,8,12.7993,0.5333,0.394,3.585,0.9785,0.0,0.4995,0.5671,6,6,12,3,3,6,0.3333,0.5,3.2295
GRU,30,35,9,14.0522,0.5855,0.3321,4.0,0.9867,0.0,0.4067,0.5607,8,8,16,5,1,6,0.7143,0.8333,4.6773
GRU,30,35,10,12.4268,0.5178,0.3296,3.7004,0.9895,0.0,0.4519,0.5397,7,6,13,3,2,7,0.3333,0.4286,3.4061
GRU,30,35,11,12.6065,0.5253,0.3438,3.8074,0.9974,0.0,0.556,0.3903,7,7,14,2,0,10,0.2,0.2,2.9387
GRU,30,35,12,12.3219,0.5134,0.42,3.585,0.9744,0.0,0.5309,0.4959,6,6,12,1,1,10,0.0909,0.1,1.6692
GRU,30,35,13,12.7796,0.5325,0.3852,3.4594,0.9976,0.0,0.5822,0.5398,5,6,11,1,2,9,0.0909,0.1111,2.8961
GRU,30,35,14,13.0206,0.5425,0.3962,3.7004,0.9954,0.0,0.4883,0.5334,6,7,13,2,1,9,0.2,0.2222,2.4556
GRU,30,35,15,13.0724,0.5447,0.4265,3.7004,0.9896,0.0,0.4914,0.5326,7,6,13,3,2,7,0.3333,0.4286,2.719
GRU,30,35,16,13.4016,0.5584,0.4207,3.585,0.9938,0.0,0.5437,0.5783,5,7,12,0,0,12,0.0,0.0,1.8525
GRU,30,35,17,11.8884,0.4953,0.4332,3.585,0.9985,0.0,0.4615,0.5221,5,7,12,0,0,12,0.0,0.0,1.0336
GRU,30,35,18,13.2167,0.5507,0.3749,3.585,0.9986,0.0,0.5649,0.5279,5,7,12,0,0,12,0.0,0.0,2.5493
GRU,30,35,19,13.1888,0.5495,0.3886,3.7004,0.9949,0.0,0.4588,0.578,7,6,13,2,1,9,0.2,0.2222,2.4081
GRU,30,35,20,14.4006,0.6,0.3465,3.7004,0.9713,0.0,0.6457,0.4983,6,7,13,1,0,11,0.0909,0.0909,3.6451
GRU,30,35,21,10.672,0.4447,0.3388,3.8074,0.9977,0.0,0.2899,0.4735,6,8,14,3,1,8,0.3333,0.375,2.5392
GRU,30,35,22,10.9499,0.4562,0.4098,3.3219,0.9896,0.0,0.481,0.5601,5,5,10,0,2,10,0.0,0.0,1.196
GRU,30,35,23,11.9856,0.4994,0.3796,3.585,0.9988,0.0,0.4778,0.518,7,5,12,1,1,10,0.0909,0.1,2.1502
GRU,30,35,24,11.9851,0.4994,0.3434,3.585,0.9953,0.0,0.3561,0.6426,6,6,12,0,0,12,0.0,0.0,2.5669
GRU,30,35,25,11.4426,0.4768,0.3952,3.3219,0.9855,0.0,0.5629,0.5104,5,5,10,0,2,10,0.0,0.0,1.5273
GRU,30,35,26,13.8782,0.5783,0.3804,3.585,0.9924,0.0,0.5564,0.6066,5,7,12,1,1,10,0.0909,0.1,2.9158
GRU,30,35,27,13.0809,0.545,0.4136,3.585,0.9949,0.0,0.5961,0.4879,7,5,12,2,2,8,0.2,0.25,2.4673
GRU,30,35,28,12.0084,0.5004,0.3927,3.4594,0.9997,0.0,0.5213,0.5402,5,6,11,1,2,9,0.0909,0.1111,2.4736
GRU,30,35,29,7.981,0.3325,0.2465,3.7004,0.6907,-0.0,0.2427,0.3652,5,8,13,2,1,9,0.2,0.2222,1.7081
GRU,30,35,30,13.6762,0.5698,0.3638,3.9069,0.9919,0.0,0.4478,0.5282,7,8,15,3,0,9,0.3333,0.3333,3.076
GRUA,30,35,0,0.7167,-0.0065,0.0375,3.3219,0.0652,-0.0841,0.014,-0.0039,3,12,15,0,2,10,0.0,0.0,0.0
GRUA,30,35,1,0.237,0.0061,0.0115,3.3219,0.0241,-0.0155,0.0078,0.0069,2,8,10,0,2,10,0.0,0.0,0.0013
GRUA,30,35,2,1.5141,0.0522,0.07,3.585,0.1928,-0.0476,0.0274,0.081,7,5,12,2,2,8,0.2,0.25,0.1338
GRUA,30,35,3,0.504,0.021,0.0113,4.0875,0.0347,0.0,0.0188,0.0135,10,7,17,7,2,3,1.4,2.3333,0.1706
GRUA,30,35,4,3.5039,0.1374,0.2047,3.0,0.6156,-0.0376,0.2886,0.0502,5,3,8,0,4,8,0.0,0.0,0.0198
GRUA,30,35,5,1.8679,0.0778,0.0578,3.9069,0.1744,0.0,0.0516,0.0783,8,7,15,3,0,9,0.3333,0.3333,0.3662
GRUA,30,35,6,1.0783,-0.0131,0.0512,3.1699,0.0724,-0.0803,0.0191,-0.0208,6,12,18,1,4,7,0.0909,0.1429,0.0449
GRUA,30,35,7,2.3789,0.0921,0.1221,3.7004,0.3484,-0.0301,0.0219,0.1569,7,6,13,2,1,9,0.2,0.2222,0.1632
GRUA,30,35,8,0.3625,-0.0019,0.025,3.0,0.0834,-0.0307,0.0071,0.0,4,4,8,4,8,0,0.5,0.0,0.0
GRUA,30,35,9,2.4593,0.045,0.1424,3.1699,0.3545,-0.0741,-0.0208,0.1321,12,6,18,1,4,7,0.0909,0.1429,0.0
GRUA,30,35,10,1.6241,0.063,0.0632,3.7004,0.1398,-0.0283,0.0581,0.0555,5,8,13,1,0,11,0.0909,0.0909,0.1141
GRUA,30,35,11,2.106,0.0823,0.0928,3.7004,0.2405,-0.0162,0.0264,0.1225,6,7,13,6,5,1,1.0,6.0,0.382
GRUA,30,35,12,5.4371,0.2265,0.1496,3.4594,0.4906,0.0,0.2689,0.2095,5,6,11,0,1,11,0.0,0.0,1.1799
GRUA,30,35,13,0.027,0.0011,0.0025,4.0875,0.011,0.0,0.0027,0.0,5,12,17,5,0,7,0.7143,0.7143,0.0
GRUA,30,35,14,0.0,0.0,0.0,4.0875,0.0,0.0,0.0,0.0,5,12,17,5,0,7,0.7143,0.7143,0.0
GRUA,30,35,15,0.8068,0.0025,0.0445,3.8074,0.1046,-0.0586,-0.0302,0.0343,12,5,17,4,2,6,0.5,0.6667,0.0085
GRUA,30,35,16,2.3647,0.098,0.11,3.0,0.3205,-0.0068,0.1789,0.0558,5,3,8,0,4,8,0.0,0.0,0.2137
GRUA,30,35,17,0.9543,0.039,0.0543,3.3219,0.2129,-0.0094,0.0974,0.0137,3,7,10,1,3,8,0.0909,0.125,0.0843
GRUA,30,35,18,2.7819,0.1146,0.1614,3.585,0.4805,-0.0159,0.0313,0.2253,7,5,12,0,0,12,0.0,0.0,0.1456
GRUA,30,35,19,2.9681,0.0965,0.1203,3.585,0.2597,-0.0831,0.163,0.028,7,5,12,3,3,6,0.3333,0.5,0.3201
GRUA,30,35,20,0.0451,0.0019,0.0037,2.3219,0.0107,0.0,0.0,0.0053,1,4,5,0,7,5,0.0,0.0,0.0
GRUA,30,35,21,4.466,0.1861,0.0634,4.3923,0.2714,0.0,0.1443,0.0949,10,11,21,10,1,1,5.0,10.0,1.9984
GRUA,30,35,22,4.9091,0.2045,0.1739,3.585,0.4769,0.0,0.1069,0.2404,3,9,12,0,0,12,0.0,0.0,0.6915
GRUA,30,35,23,1.4811,0.0524,0.0795,3.1699,0.2468,-0.02,0.1029,0.0286,5,4,9,3,6,3,0.3333,1.0,0.2752
