Kind,Min_Length,Max_Length,Repetition,Sum of Absolute Values,Mean Value,Standard Deviation,Shannon Entropy,Maximum Value,Minimum Value,Kmeans Threshold_A,Kmeans Threshold_B,Kmeans Nodes A Exceeding Treshhold = 1,Kmeans Nodes B Exceeding Treshhold = 1,Total Nodes = 1,count_11,count_00,count_mixed,Overlap % with zeroes,Overlap % no zeroes,Sum of min
GRUA,10,10,13,3.1685,0.132,0.084,3.585,0.2743,0.0,0.1121,0.1587,7,5,12,4,4,4,0.5,1.0,1.0523
GRUA,10,10,14,4.4544,0.1856,0.1867,3.1699,0.5158,0.0,0.264,0.136,7,2,9,2,5,5,0.2,0.4,0.6977
GRUA,10,10,15,4.2579,0.1762,0.1559,3.7004,0.4305,-0.0061,0.0908,0.2355,6,7,13,1,0,11,0.0909,0.0909,0.6521
GRUA,10,10,16,11.9939,0.4997,0.3779,3.585,0.9974,0.0,0.4523,0.5472,6,6,12,1,1,10,0.0909,0.1,2.337
GRUA,10,10,17,6.9797,0.2899,0.2146,4.0,0.691,-0.011,0.1635,0.2896,7,9,16,5,1,6,0.7143,0.8333,1.793
GRUA,10,10,18,0.8731,0.0232,0.0456,3.4594,0.1356,-0.035,0.0629,-0.0061,4,12,16,3,4,5,0.3333,0.6,0.0925
GRUA,10,10,19,8.6361,0.3598,0.2646,3.585,0.8094,0.0,0.4492,0.2803,5,7,12,1,1,10,0.0909,0.1,1.8366
GRUA,10,10,20,5.4475,0.2189,0.3249,3.0,0.8946,-0.0139,0.4772,0.0425,5,3,8,0,4,8,0.0,0.0,0.0033
GRUA,10,10,21,2.3341,0.0893,0.1113,3.8074,0.2816,-0.0396,0.143,0.0117,7,7,14,4,2,6,0.5,0.6667,0.2679
GRUA,10,10,22,2.8467,0.115,0.1031,3.1699,0.3851,-0.0288,0.0693,0.2128,6,3,9,0,3,9,0.0,0.0,0.5875
GRUA,10,10,23,7.1124,0.2851,0.3139,3.3219,0.8363,-0.0542,0.1492,0.4676,4,6,10,1,3,8,0.0909,0.125,0.7354
GRUA,10,10,24,6.6297,0.252,0.2498,3.8074,0.7102,-0.1172,0.1323,0.2983,7,7,14,4,2,6,0.5,0.6667,1.1938
GRUA,10,10,25,2.6682,0.1093,0.1036,3.7004,0.3711,-0.0111,0.0585,0.1589,8,5,13,3,2,7,0.3333,0.4286,0.4228
GRUA,10,10,26,3.7024,0.1484,0.1385,3.585,0.4264,-0.0269,0.0879,0.2217,7,5,12,1,1,10,0.0909,0.1,0.6456
GRUA,10,10,27,2.307,0.0764,0.0799,3.8074,0.1725,-0.0801,0.1048,0.0213,6,8,14,5,3,4,0.7143,1.25,0.6163
GRUA,10,10,28,6.7327,0.2805,0.2412,3.585,0.882,0.0,0.1958,0.3126,4,8,12,0,0,12,0.0,0.0,0.9515
GRUA,10,10,29,7.0077,0.2644,0.3801,3.1699,0.9395,-0.0585,0.5406,0.0133,6,3,9,0,3,9,0.0,0.0,0.1157
GRUA,10,10,30,2.494,0.0783,0.1092,3.585,0.297,-0.1072,0.0197,0.1407,7,5,12,1,1,10,0.0909,0.1,0.2087
RNN,10,15,0,11.0567,0.4607,0.4346,3.3219,0.9997,0.0,0.5434,0.5246,6,4,10,1,3,8,0.0909,0.125,1.4361
RNN,10,15,1,13.0857,0.5452,0.389,3.8074,0.9891,0.0,0.5198,0.4493,7,7,14,2,0,10,0.2,0.2,2.323
RNN,10,15,2,13.902,0.5792,0.4048,3.7004,0.9986,0.0,0.5591,0.5249,8,5,13,1,0,11,0.0909,0.0909,2.5327
RNN,10,15,3,8.2877,0.3361,0.2989,3.7004,0.9796,-0.0535,0.4582,0.1717,7,6,13,3,2,7,0.3333,0.4286,1.9353
RNN,10,15,4,10.9376,0.4557,0.419,3.3219,0.9974,0.0,0.5675,0.4872,4,6,10,0,2,10,0.0,0.0,0.9538
RNN,10,15,5,9.9828,0.4153,0.3298,3.3219,0.8888,-0.0083,0.3406,0.5719,3,7,10,0,2,10,0.0,0.0,2.0747
RNN,10,15,6,12.3635,0.5054,0.3932,3.7004,0.9841,-0.0583,0.3567,0.5958,6,7,13,2,1,9,0.2,0.2222,2.1923
RNN,10,15,7,8.3865,0.3494,0.2883,3.8074,0.8215,-0.0006,0.4539,0.1585,8,6,14,3,1,8,0.3333,0.375,1.4667
RNN,10,15,8,11.6148,0.4799,0.3676,3.9069,0.9844,-0.0287,0.257,0.5179,6,9,15,4,1,7,0.5,0.5714,2.6087
RNN,10,15,9,6.7297,0.2779,0.3035,3.4594,0.7732,-0.01,0.1279,0.4167,4,7,11,1,2,9,0.0909,0.1111,0.7811
RNN,10,15,10,7.7332,0.3216,0.2492,3.585,0.7491,-0.0074,0.4269,0.2163,6,6,12,2,2,8,0.2,0.25,1.8598
RNN,10,15,11,11.3741,0.4739,0.3343,3.3219,0.9984,0.0,0.5864,0.4607,4,6,10,1,3,8,0.0909,0.125,3.0442
RNN,10,15,12,12.16,0.5067,0.451,3.4594,0.9997,0.0,0.543,0.5432,7,4,11,0,1,11,0.0,0.0,1.188
RNN,10,15,13,10.2066,0.4253,0.4015,3.3219,0.9988,0.0,0.407,0.577,6,4,10,0,2,10,0.0,0.0,1.2786
RNN,10,15,14,7.5846,0.3068,0.3453,2.8074,0.9975,-0.0251,0.1168,0.6485,3,4,7,0,5,7,0.0,0.0,0.8267
RNN,10,15,15,12.0561,0.5023,0.4197,3.585,0.997,0.0,0.489,0.5171,7,5,12,1,1,10,0.0909,0.1,1.5041
RNN,10,15,16,9.6047,0.4002,0.3359,3.585,0.9708,0.0,0.6019,0.1985,6,6,12,0,0,12,0.0,0.0,1.7793
RNN,10,15,17,7.0831,0.2627,0.3244,3.3219,0.767,-0.0802,0.144,0.4155,3,7,10,0,2,10,0.0,0.0,0.6435
RNN,10,15,18,8.8304,0.337,0.3993,3.585,0.9859,-0.0739,0.5754,0.0608,7,5,12,1,1,10,0.0909,0.1,0.7768
RNN,10,15,19,12.1096,0.5046,0.3386,3.7004,0.9553,0.0,0.3071,0.6528,6,7,13,3,2,7,0.3333,0.4286,3.3794
RNN,10,15,20,11.9468,0.4978,0.4248,3.585,0.9947,0.0,0.5208,0.4747,6,6,12,2,2,8,0.2,0.25,2.2545
RNN,10,15,21,9.0171,0.3145,0.4001,3.4594,0.9913,-0.2159,0.5785,0.0797,6,5,11,3,4,5,0.3333,0.6,1.0845
RNN,10,15,22,10.5017,0.4355,0.2917,3.9069,0.7903,-0.0128,0.3266,0.4028,6,9,15,4,1,7,0.5,0.5714,2.7921
RNN,10,15,23,11.2316,0.468,0.4369,3.4594,0.9926,0.0,0.4413,0.5658,6,5,11,0,1,11,0.0,0.0,0.9734
RNN,10,15,24,8.9245,0.3719,0.3211,3.3219,0.9755,0.0,0.5512,0.2567,6,4,10,2,4,6,0.2,0.3333,1.9877
RNN,10,15,25,8.0093,0.3332,0.285,3.4594,0.8233,-0.0065,0.2568,0.4354,4,7,11,2,3,7,0.2,0.2857,1.6047
RNN,10,15,26,9.3839,0.3902,0.286,3.4594,0.9917,-0.0091,0.3321,0.4758,4,7,11,4,5,3,0.5,1.3333,3.0744
RNN,10,15,27,11.9081,0.4928,0.4021,3.8074,0.9995,-0.0102,0.3796,0.4739,6,8,14,3,1,8,0.3333,0.375,1.8704
RNN,10,15,28,13.0888,0.5454,0.3976,3.585,0.9885,0.0,0.5181,0.5687,7,5,12,1,1,10,0.0909,0.1,2.5966
RNN,10,15,29,6.2234,0.202,0.2937,3.3219,0.8326,-0.086,0.3614,0.0828,7,3,10,3,5,4,0.3333,0.75,0.7261
RNN,10,15,30,8.0618,0.2892,0.3961,3.585,0.9906,-0.1072,0.0301,0.5051,5,7,12,1,1,10,0.0909,0.1,0.6984
RNNA,10,15,0,10.3797,0.4325,0.2955,3.7004,0.9135,0.0,0.482,0.3356,7,6,13,3,2,7,0.3333,0.4286,2.6614
RNNA,10,15,1,12.6157,0.5257,0.3835,3.585,0.9895,0.0,0.5646,0.4939,5,7,12,2,2,8,0.2,0.25,2.8532
RNNA,10,15,2,7.3821,0.3058,0.2541,3.7004,0.6187,-0.0054,0.1785,0.3886,4,9,13,1,0,11,0.0909,0.0909,0.8818
RNNA,10,15,3,2.0605,0.0859,0.1086,2.585,0.3437,0.0,0.1464,0.1363,2,4,6,1,7,4,0.0909,0.25,0.5025
RNNA,10,15,4,4.4077,0.1635,0.1633,3.4594,0.4513,-0.078,0.1165,0.235,5,6,11,1,2,9,0.0909,0.1111,0.6457
RNNA,10,15,5,1.6181,0.0674,0.0542,3.4594,0.1456,0.0,0.0876,0.0444,7,4,11,4,5,3,0.5,1.3333,0.4097
RNNA,10,15,6,2.1614,0.0672,0.1344,3.585,0.3596,-0.0593,0.1764,-0.0243,5,12,17,5,5,2,0.7143,2.5,0.0421
RNNA,10,15,7,7.8028,0.3237,0.3227,3.4594,0.8399,-0.0042,0.1149,0.5182,4,7,11,1,2,9,0.0909,0.1111,0.8053
RNNA,10,15,8,5.7486,0.1966,0.3203,3.4594,0.8699,-0.095,0.3741,-0.0131,7,12,19,0,1,11,0.0,0.0,0.0
RNNA,10,15,9,4.5211,0.1774,0.2466,3.3219,0.81,-0.0291,0.3254,0.0513,6,4,10,0,2,10,0.0,0.0,0.2701
RNNA,10,15,10,9.4812,0.389,0.3243,3.7004,0.9613,-0.0722,0.4675,0.2739,6,7,13,2,1,9,0.2,0.2222,1.7253
RNNA,10,15,11,2.1093,0.0807,0.1263,3.585,0.3512,-0.0321,0.1439,0.0176,6,6,12,1,1,10,0.0909,0.1,0.0338
RNNA,10,15,12,2.5309,0.105,0.0611,4.2479,0.2204,-0.0058,0.0484,0.0943,9,10,19,9,2,1,3.0,9.0,0.8031
RNNA,10,15,13,3.7685,0.136,0.223,3.4594,0.6665,-0.072,0.0108,0.3024,6,5,11,0,1,11,0.0,0.0,0.1995
RNNA,10,15,14,11.1379,0.4641,0.3669,3.585,0.9844,0.0,0.3406,0.5876,6,6,12,0,0,12,0.0,0.0,1.7971
RNNA,10,15,15,5.5403,0.2308,0.2386,3.585,0.7113,0.0,0.0908,0.3047,4,8,12,3,3,6,0.3333,0.5,0.7795
RNNA,10,15,16,10.1974,0.4249,0.3644,3.585,1.0428,0.0,0.4118,0.4981,9,3,12,0,0,12,0.0,0.0,0.9136
RNNA,10,15,17,8.7621,0.3651,0.2476,4.0,0.7701,0.0,0.193,0.4264,9,7,16,5,1,6,0.7143,0.8333,2.1737
RNNA,10,15,18,5.399,0.2062,0.2495,4.0,0.6229,-0.0602,-0.0101,0.325,12,9,21,6,2,4,1.0,1.5,0.1715
RNNA,10,15,19,0.8406,0.0326,0.0646,2.3219,0.3061,-0.0041,0.1601,0.0341,1,4,5,1,8,3,0.0909,0.3333,0.1489
RNNA,10,15,20,3.5993,0.1477,0.1326,3.585,0.3817,-0.0097,0.1165,0.1789,6,6,12,2,2,8,0.2,0.25,0.5205
RNNA,10,15,21,7.5849,0.316,0.3174,3.1699,0.8495,0.0,0.2564,0.4709,3,6,9,0,3,9,0.0,0.0,0.9404
RNNA,10,15,22,7.4848,0.308,0.2623,3.4594,0.8008,-0.0173,0.4841,0.2082,3,8,11,0,1,11,0.0,0.0,1.4126
RNNA,10,15,23,7.5902,0.3163,0.2998,3.585,0.9502,0.0,0.1932,0.5176,8,4,12,0,0,12,0.0,0.0,1.0808
RNNA,10,15,24,4.316,0.1798,0.1559,3.8074,0.4595,0.0,0.2014,0.1011,8,6,14,6,4,2,1.0,3.0,1.1875
RNNA,10,15,25,6.1222,0.2474,0.3049,3.3219,0.882,-0.0501,0.5494,0.0356,4,6,10,0,2,10,0.0,0.0,0.3485
RNNA,10,15,26,6.402,0.2597,0.2446,3.0,0.7924,-0.054,0.2214,0.4363,4,4,8,1,5,6,0.0909,0.1667,1.3191
RNNA,10,15,27,10.4357,0.4348,0.3823,3.3219,0.9363,0.0,0.4491,0.5481,4,6,10,0,2,10,0.0,0.0,0.9889
RNNA,10,15,28,7.2195,0.2025,0.415,3.3219,0.9973,-0.1743,0.5555,-0.0733,5,12,17,0,2,10,0.0,0.0,0.0111
RNNA,10,15,29,1.669,0.0146,0.1262,2.585,0.535,-0.1006,0.2819,-0.0312,1,12,13,1,7,4,0.0909,0.25,0.0396
RNNA,10,15,30,7.5791,0.3158,0.2267,3.4594,0.738,0.0,0.308,0.3336,4,7,11,0,1,11,0.0,0.0,1.4391
LSTM,10,15,0,12.9115,0.538,0.397,3.585,0.9985,0.0,0.5433,0.5405,7,5,12,2,2,8,0.2,0.25,3.2109
LSTM,10,15,1,9.5789,0.3991,0.3474,3.3219,0.9969,0.0,0.3852,0.4843,4,6,10,2,4,6,0.2,0.3333,2.1171
LSTM,10,15,2,12.6943,0.5289,0.4239,3.585,0.997,0.0,0.5584,0.4995,6,6,12,0,0,12,0.0,0.0,1.4701
LSTM,10,15,3,12.5219,0.5217,0.3805,3.7004,0.9994,0.0,0.4742,0.5046,7,6,13,1,0,11,0.0909,0.0909,2.0155
LSTM,10,15,4,8.3517,0.348,0.2687,3.7004,0.7196,-0.0,0.3485,0.3073,9,4,13,1,0,11,0.0909,0.0909,1.3321
LSTM,10,15,5,11.992,0.4997,0.3849,3.3219,0.9929,0.0,0.4835,0.6285,4,6,10,0,2,10,0.0,0.0,1.7325
LSTM,10,15,6,11.9719,0.4988,0.3279,3.0,0.9559,0.0,0.5957,0.6055,4,4,8,0,4,8,0.0,0.0,2.7665
LSTM,10,15,7,9.6877,0.4037,0.3894,3.3219,0.9648,0.0,0.5193,0.4033,6,4,10,0,2,10,0.0,0.0,1.2263
LSTM,10,15,8,5.5147,0.2298,0.1849,4.0,0.5816,0.0,0.217,0.135,8,8,16,6,2,4,1.0,1.5,1.4315
LSTM,10,15,9,11.5551,0.4815,0.3694,3.7004,0.9384,0.0,0.469,0.4239,9,4,13,2,1,9,0.2,0.2222,1.971
LSTM,10,15,10,10.3944,0.4331,0.3772,3.1699,0.9994,0.0,0.5981,0.4561,4,5,9,0,3,9,0.0,0.0,1.9902
LSTM,10,15,11,5.0705,0.2113,0.1791,3.0,0.5093,0.0,0.2893,0.2372,6,2,8,0,4,8,0.0,0.0,1.1731
LSTM,10,15,12,7.6098,0.3171,0.3584,3.585,0.9409,-0.0,0.0793,0.5107,5,7,12,1,1,10,0.0909,0.1,0.5741
LSTM,10,15,13,11.9399,0.4975,0.4117,3.3219,0.9879,0.0,0.5742,0.5571,6,4,10,0,2,10,0.0,0.0,1.5213
LSTM,10,15,14,11.805,0.4919,0.4196,3.585,0.9953,0.0,0.5068,0.477,6,6,12,0,0,12,0.0,0.0,1.2391
LSTM,10,15,15,10.0774,0.4199,0.3544,2.8074,0.9988,0.0,0.6522,0.452,4,3,7,0,5,7,0.0,0.0,1.659
LSTM,10,15,16,6.9735,0.2869,0.192,3.8074,0.5716,-0.0221,0.3057,0.2182,8,6,14,4,2,6,0.5,0.6667,2.2224
LSTM,10,15,17,11.2321,0.468,0.4181,3.4594,0.997,0.0,0.5451,0.4559,5,6,11,0,1,11,0.0,0.0,1.0263
LSTM,10,15,18,13.4466,0.5603,0.39,3.3219,0.9987,0.0,0.61,0.6279,6,4,10,0,2,10,0.0,0.0,2.5797
LSTM,10,15,19,11.1002,0.4625,0.3963,3.3219,0.9895,0.0,0.5846,0.4738,4,6,10,0,2,10,0.0,0.0,1.5473
LSTM,10,15,20,11.5355,0.4806,0.3461,3.585,0.9957,0.0,0.551,0.4103,6,6,12,2,2,8,0.2,0.25,2.5522
LSTM,10,15,21,12.6563,0.5273,0.4153,3.4594,0.9826,0.0,0.5293,0.5899,5,6,11,0,1,11,0.0,0.0,1.9788
LSTM,10,15,22,13.4355,0.5598,0.3812,3.585,0.9938,0.0,0.5154,0.6136,8,4,12,2,2,8,0.2,0.25,3.4575
LSTM,10,15,23,12.0028,0.5001,0.41,3.585,0.9995,0.0,0.4381,0.5552,5,7,12,1,1,10,0.0909,0.1,1.811
LSTM,10,15,24,11.8031,0.4918,0.3177,3.3219,0.9953,0.0,0.4239,0.6618,6,4,10,0,2,10,0.0,0.0,2.7734
LSTM,10,15,25,12.9928,0.5414,0.3947,3.3219,0.9968,0.0,0.5806,0.6236,4,6,10,0,2,10,0.0,0.0,2.2699
LSTM,10,15,26,9.1991,0.3833,0.3538,3.4594,0.976,0.0,0.2366,0.5846,6,5,11,1,2,9,0.0909,0.1111,1.5945
LSTM,10,15,27,12.6261,0.5261,0.4168,3.585,0.9985,0.0,0.5471,0.5051,6,6,12,2,2,8,0.2,0.25,3.279
LSTM,10,15,28,11.6879,0.487,0.3711,3.585,0.9895,0.0,0.4824,0.4916,6,6,12,0,0,12,0.0,0.0,1.8573
LSTM,10,15,29,14.2566,0.594,0.3938,3.585,0.992,0.0,0.5827,0.6054,6,6,12,0,0,12,0.0,0.0,2.7181
LSTM,10,15,30,8.6133,0.3589,0.3714,3.1699,1.1516,0.0,0.4379,0.4492,5,4,9,2,5,5,0.2,0.4,1.8917
LSTMA,10,15,0,5.6947,0.2268,0.2244,3.585,0.7517,-0.0427,0.1368,0.3168,6,6,12,4,4,4,0.5,1.0,1.3545
LSTMA,10,15,1,6.8196,0.2842,0.1939,3.9069,0.5521,0.0,0.2375,0.243,7,8,15,3,0,9,0.3333,0.3333,1.3923
LSTMA,10,15,2,5.8394,0.2433,0.2502,3.4594,0.7878,0.0,0.3856,0.1126,6,5,11,1,2,9,0.0909,0.1111,0.9373
LSTMA,10,15,3,8.5907,0.3573,0.2578,3.585,0.7251,-0.004,0.2504,0.4646,8,4,12,0,0,12,0.0,0.0,1.6719
LSTMA,10,15,4,3.9623,0.1619,0.1528,3.8074,0.4803,-0.018,0.2224,0.0779,6,8,14,2,0,10,0.2,0.2,0.615
LSTMA,10,15,5,2.5916,0.108,0.1438,4.1699,0.3583,0.0,0.0,0.1714,10,8,18,6,0,6,1.0,1.0,0.0
LSTMA,10,15,6,5.0443,0.2098,0.2091,3.4594,0.626,-0.004,0.0914,0.2894,3,8,11,2,3,7,0.2,0.2857,0.5855
LSTMA,10,15,7,8.5304,0.353,0.2901,3.585,0.8758,-0.0146,0.2388,0.4452,5,7,12,3,3,6,0.3333,0.5,2.0043
LSTMA,10,15,8,2.1169,0.0882,0.0783,3.3219,0.2497,0.0,0.1428,0.0834,2,8,10,2,4,6,0.2,0.3333,0.5415
LSTMA,10,15,9,7.2343,0.3014,0.22,3.585,0.648,0.0,0.2975,0.299,5,7,12,0,0,12,0.0,0.0,1.3166
LSTMA,10,15,10,5.3199,0.2148,0.2146,3.7004,0.6085,-0.0267,0.3004,0.1127,6,7,13,1,0,11,0.0909,0.0909,0.7415
LSTMA,10,15,11,2.4373,0.1,0.1434,2.8074,0.4543,-0.0157,0.0156,0.2385,3,4,7,1,6,5,0.0909,0.2,0.0807
LSTMA,10,15,12,9.8454,0.4102,0.3398,3.7004,0.9763,0.0,0.4951,0.244,8,5,13,3,2,7,0.3333,0.4286,1.5312
LSTMA,10,15,13,3.3632,0.1214,0.1588,3.3219,0.453,-0.0595,0.0572,0.2119,4,6,10,0,2,10,0.0,0.0,0.0876
LSTMA,10,15,14,8.364,0.3483,0.2812,3.3219,0.7929,-0.0025,0.2925,0.4986,6,4,10,0,2,10,0.0,0.0,1.7469
LSTMA,10,15,15,6.4157,0.2673,0.2005,3.1699,0.6438,0.0,0.3755,0.2356,5,4,9,2,5,5,0.2,0.4,1.37
LSTMA,10,15,16,3.7199,0.1505,0.1102,4.0875,0.3464,-0.0544,0.1538,0.0698,9,8,17,5,0,7,0.7143,0.7143,0.8867
LSTMA,10,15,17,1.0752,0.0434,0.0393,4.0,0.1427,-0.0173,0.0576,0.0195,6,10,16,6,2,4,1.0,1.5,0.2897
LSTMA,10,15,18,6.6957,0.2766,0.224,3.7004,0.6875,-0.0143,0.3904,0.1432,6,7,13,1,0,11,0.0909,0.0909,1.2247
LSTMA,10,15,19,4.8439,0.2018,0.1414,3.4594,0.4368,0.0,0.2036,0.2244,6,5,11,0,1,11,0.0,0.0,0.9235
LSTMA,10,15,20,4.5373,0.1852,0.2677,3.4594,0.6964,-0.0085,0.3652,0.0076,6,5,11,0,1,11,0.0,0.0,0.0805
LSTMA,10,15,21,6.663,0.2776,0.242,3.585,0.6523,-0.0007,0.2151,0.275,2,10,12,0,0,12,0.0,0.0,0.6253
LSTMA,10,15,22,2.262,0.0358,0.1187,3.3219,0.2756,-0.1088,-0.0065,0.1098,12,5,17,1,3,8,0.0909,0.125,0.0
LSTMA,10,15,23,5.3365,0.222,0.1884,3.4594,0.5197,-0.0045,0.2614,0.212,5,6,11,1,2,9,0.0909,0.1111,0.7533
LSTMA,10,15,24,2.9722,0.112,0.1152,3.585,0.2695,-0.0545,0.1303,0.0952,7,5,12,0,0,12,0.0,0.0,0.2011
LSTMA,10,15,25,1.5364,0.0518,0.0931,2.3219,0.3084,-0.0574,0.0357,0.1465,2,3,5,0,7,5,0.0,0.0,0.1768
LSTMA,10,15,26,6.2669,0.2276,0.3153,3.3219,0.7092,-0.0638,0.051,0.3611,2,8,10,0,2,10,0.0,0.0,0.1358
LSTMA,10,15,27,6.4978,0.267,0.273,3.1699,0.6961,-0.0224,0.3967,0.2745,4,5,9,0,3,9,0.0,0.0,0.3347
LSTMA,10,15,28,2.6319,0.082,0.1109,3.585,0.2887,-0.0765,0.0871,0.0898,4,8,12,0,0,12,0.0,0.0,0.0979
LSTMA,10,15,29,8.1107,0.3379,0.2063,3.8074,0.7106,0.0,0.4269,0.2019,6,8,14,2,0,10,0.2,0.2,2.1128
LSTMA,10,15,30,2.9079,0.1211,0.1567,3.585,0.4231,-0.0009,0.2359,0.0063,6,6,12,2,2,8,0.2,0.25,0.0536
GRU,10,15,0,11.1399,0.4571,0.4092,3.4594,0.9848,-0.0281,0.4395,0.5382,6,5,11,1,2,9,0.0909,0.1111,1.5398
GRU,10,15,1,12.8999,0.5375,0.438,3.585,0.9896,0.0,0.5662,0.5008,5,7,12,0,0,12,0.0,0.0,1.3945
GRU,10,15,2,15.1833,0.6326,0.3829,3.9069,0.9936,0.0,0.5586,0.5195,7,8,15,3,0,9,0.3333,0.3333,3.9319
GRU,10,15,3,12.3881,0.5162,0.4471,3.7004,0.9974,0.0,0.4901,0.4642,5,8,13,1,0,11,0.0909,0.0909,1.1378
GRU,10,15,4,13.2977,0.5541,0.4188,3.7004,0.9895,0.0,0.5355,0.5036,6,7,13,1,0,11,0.0909,0.0909,1.9713
GRU,10,15,5,13.5309,0.5638,0.406,3.585,0.9952,0.0,0.6318,0.4958,6,6,12,1,1,10,0.0909,0.1,2.8004
GRU,10,15,6,12.862,0.5359,0.3947,3.585,0.9891,0.0,0.5495,0.5258,7,5,12,1,1,10,0.0909,0.1,2.3255
GRU,10,15,7,12.66,0.5275,0.4194,3.585,0.9992,0.0,0.4664,0.5873,7,5,12,0,0,12,0.0,0.0,1.6705
GRU,10,15,8,13.5366,0.564,0.3599,3.585,0.9814,0.0,0.6191,0.509,6,6,12,0,0,12,0.0,0.0,2.8237
GRU,10,15,9,13.2751,0.5531,0.4184,3.585,0.9978,0.0,0.5083,0.6017,5,7,12,0,0,12,0.0,0.0,2.0065
GRU,10,15,10,12.556,0.5232,0.3421,3.1699,0.9926,0.0,0.5793,0.6211,4,5,9,2,5,5,0.2,0.4,3.9329
GRU,10,15,11,12.3457,0.5144,0.3888,3.4594,0.9912,0.0,0.5532,0.5318,5,6,11,1,2,9,0.0909,0.1111,2.2301
GRU,10,15,12,13.6473,0.5686,0.3838,3.7004,0.9948,0.0,0.5209,0.5551,7,6,13,2,1,9,0.2,0.2222,2.962
GRU,10,15,13,13.6109,0.5671,0.4268,3.7004,0.9972,0.0,0.4896,0.5802,5,8,13,2,1,9,0.2,0.2222,2.9925
GRU,10,15,14,13.8753,0.5781,0.3853,3.8074,0.989,0.0,0.502,0.5263,9,5,14,3,1,8,0.3333,0.375,3.6212
GRU,10,15,15,11.3637,0.4735,0.4114,3.4594,0.9765,0.0,0.5444,0.4679,6,5,11,0,1,11,0.0,0.0,1.0791
GRU,10,15,16,13.2472,0.552,0.373,3.585,0.9933,0.0,0.5504,0.5508,5,7,12,2,2,8,0.2,0.25,3.2481
GRU,10,15,17,11.0527,0.4605,0.3716,3.3219,0.9969,0.0,0.5837,0.4553,4,6,10,0,2,10,0.0,0.0,1.9449
GRU,10,15,18,12.8909,0.5371,0.4229,3.7004,0.9938,0.0,0.507,0.5002,6,7,13,2,1,9,0.2,0.2222,2.2567
GRU,10,15,19,14.7449,0.6144,0.4227,3.8074,0.9986,0.0,0.5388,0.5554,7,7,14,3,1,8,0.3333,0.375,3.9748
GRU,10,15,20,13.6284,0.5679,0.409,3.7004,0.9917,0.0,0.4973,0.5757,6,7,13,1,0,11,0.0909,0.0909,2.4143
GRU,10,15,21,12.3932,0.5164,0.3936,3.7004,0.9953,0.0,0.4785,0.4952,5,8,13,2,1,9,0.2,0.2222,2.9934
GRU,10,15,22,12.2365,0.5099,0.3972,3.585,0.9916,0.0,0.5519,0.4678,6,6,12,2,2,8,0.2,0.25,2.2901
GRU,10,15,23,13.7945,0.5716,0.3536,3.8074,0.9918,-0.0375,0.5875,0.4506,7,7,14,4,2,6,0.5,0.6667,4.186
GRU,10,15,24,12.4371,0.5182,0.4178,3.4594,0.9968,0.0,0.5417,0.5597,5,6,11,1,2,9,0.0909,0.1111,2.3907
GRU,10,15,25,13.3956,0.5581,0.3921,3.7004,0.9951,0.0,0.5643,0.4987,6,7,13,2,1,9,0.2,0.2222,3.0111
GRU,10,15,26,14.494,0.6039,0.3744,3.8074,0.9938,0.0,0.5477,0.5455,7,7,14,2,0,10,0.2,0.2,3.867
GRU,10,15,27,13.012,0.5422,0.4081,3.585,0.9961,0.0,0.5436,0.5408,6,6,12,1,1,10,0.0909,0.1,2.3405
GRU,10,15,28,13.8627,0.5776,0.3771,3.9069,0.9888,0.0,0.4665,0.5105,6,9,15,4,1,7,0.5,0.5714,3.6503
GRU,10,15,29,12.5047,0.521,0.4522,3.7004,0.9997,0.0,0.4689,0.4986,7,6,13,2,1,9,0.2,0.2222,2.0554
GRU,10,15,30,12.651,0.5271,0.4179,3.585,0.9997,0.0,0.5356,0.5224,5,7,12,2,2,8,0.2,0.25,2.655
GRUA,10,15,0,1.8939,0.0655,0.0952,3.3219,0.2613,-0.0467,0.0096,0.1418,5,5,10,2,4,6,0.2,0.3333,0.2083
GRUA,10,15,1,2.5435,0.0675,0.1004,3.8074,0.2804,-0.0846,0.0831,0.0338,9,5,14,5,3,4,0.7143,1.25,0.6507
GRUA,10,15,2,6.0706,0.2223,0.3363,3.4594,0.9733,-0.1055,0.0208,0.5375,7,4,11,1,2,9,0.0909,0.1111,0.5014
GRUA,10,15,3,2.8433,0.1185,0.0894,4.0875,0.295,0.0,0.1375,0.0521,7,10,17,5,0,7,0.7143,0.7143,0.6298
GRUA,10,15,4,5.2186,0.2103,0.2167,3.4594,0.5931,-0.0421,0.2809,0.202,3,8,11,0,1,11,0.0,0.0,0.4184
GRUA,10,15,5,4.2006,0.174,0.1393,3.3219,0.3699,-0.0126,0.149,0.2391,5,5,10,0,2,10,0.0,0.0,0.6148
GRUA,10,15,6,6.1087,0.235,0.2269,3.7004,0.5372,-0.049,0.3123,0.1225,9,4,13,2,1,9,0.2,0.2222,0.8837
GRUA,10,15,7,2.509,0.0997,0.1167,3.8074,0.2928,-0.0179,0.0132,0.1488,6,8,14,5,3,4,0.7143,1.25,0.1669
GRUA,10,15,8,1.723,0.0612,0.0752,3.4594,0.2068,-0.0521,0.1158,0.0262,4,7,11,1,2,9,0.0909,0.1111,0.1565
GRUA,10,15,9,2.9751,0.1203,0.1219,3.3219,0.3236,-0.0435,0.1859,0.0472,7,3,10,0,2,10,0.0,0.0,0.3206
