,Model Identifier,Matrix
948,RNN-30-35-18,"[[ 0.86180588  0.99666435  0.          0.06969068  0.03696824  0.99666435
   0.17551529  0.99666435  0.94831969  0.2690612   0.03696824  0.99666435]
 [ 0.69008748 -0.00942273  0.64674217  0.69008748  0.69008748 -0.00942273
   0.54969364 -0.00942273  0.          0.3052789   0.69008748 -0.00942273]]"
949,RNN-30-35-19,"[[0.7389365  0.9428409  0.         0.06643355 0.         0.17809825
  0.         0.38780016 0.9428409  0.14169765 0.7389365  0.9428409 ]
 [0.72333892 0.31471952 0.96374202 0.96374202 0.96374202 0.96374202
  0.96374202 0.46811127 0.         0.96374202 0.09152265 0.31471952]]"
950,RNN-30-35-20,"[[ 0.93600676  0.87558832  0.0237769   0.37927543  0.93600676  0.
   0.0237769   0.05884886  0.0237769  -0.00757149  0.93600676  0.93600676]
 [ 0.04223204  0.39725562  0.99740055  0.50935528  0.00210118  0.91043023
   0.99740055  0.91043023  0.99740055  0.          0.04223204  0.04223204]]"
951,RNN-30-35-21,"[[ 0.82091371  0.8976106   0.8976106   0.32082063  0.8976106   0.
   0.          0.84795258  0.2335075   0.          0.42485876  0.8976106 ]
 [ 0.53131436  0.31017089  0.33258845 -0.00300989  0.          0.69747539
   0.69747539  0.13563774  0.53131436  0.69747539  0.69747539 -0.00300989]]"
952,RNN-30-35-22,"[[0.38595355 0.         0.18105243 0.72537884 0.99241015 0.99241015
  0.99241015 0.99241015 0.         0.         0.99241015 0.99241015]
 [0.97613617 0.97613617 0.45056433 0.68253685 0.         0.
  0.         0.         0.97613617 0.97613617 0.28390708 0.28390708]]"
953,RNN-30-35-23,"[[0.98129643 0.53118521 0.98129643 0.98129643 0.98129643 0.26623262
  0.53118521 0.         0.69041867 0.25263796 0.98129643 0.        ]
 [0.03777828 0.26734638 0.03777828 0.         0.03777828 0.49721995
  0.26734638 0.9759066  0.17172869 0.50750857 0.03777828 0.9759066 ]]"
954,RNN-30-35-24,"[[0.76920792 0.25773154 0.38190724 0.         0.76920792 0.76920792
  0.76920792 0.4284522  0.76920792 0.71392749 0.76920792 0.12569895]
 [0.17379097 0.92153013 0.47147609 0.73403764 0.1048465  0.13803563
  0.13803563 0.39884672 0.12730586 0.92153013 0.11507924 0.        ]]"
955,RNN-30-35-25,"[[0.         0.47498314 0.99274813 0.46406812 0.27301661 0.01181722
  0.99274813 0.88135417 0.99274813 0.         0.99274813 0.88135417]
 [0.99737526 0.34943256 0.         0.36080915 0.56885412 0.94771724
  0.         0.05809208 0.         0.99737526 0.02222667 0.05809208]]"
956,RNN-30-35-26,"[[0.98027467 0.0143153  0.24229638 0.31494404 0.98027467 0.31409491
  0.98027467 0.         0.07951025 0.         0.98027467 0.98027467]
 [0.81060958 0.88803713 0.65999976 0.53706017 0.         0.5935799
  0.03209056 0.88803713 0.34154544 0.88803713 0.         0.03209056]]"
957,RNN-30-35-27,"[[7.80559870e-01 0.00000000e+00 1.87283043e-01 9.70180038e-01
  2.93386427e-01 9.70180038e-01 4.44089210e-16 9.70180038e-01
  5.12697032e-01 9.70180038e-01 7.51493391e-01 9.70180038e-01]
 [4.37286541e-01 8.38630532e-01 2.16413696e-01 7.79279847e-01
  2.98252690e-01 8.06179407e-01 8.38630532e-01 0.00000000e+00
  4.37286541e-01 0.00000000e+00 1.33829713e-01 0.00000000e+00]]"
958,RNN-30-35-28,"[[ 0.81809026  0.7370916   0.04926132  0.51371994  0.70464048  0.31823044
   0.80563913  0.64322338  0.54686866  0.          0.45409729  0.0884941 ]
 [ 0.3583432   0.3583432  -0.01115799  0.1583432   0.00763875  0.07218094
   0.          0.31304995  0.18127558 -0.00784839  0.3583432   0.20882446]]"
959,RNN-30-35-29,"[[ 0.71066779  0.94633859  0.94633859  0.15472859  0.          0.94633859
   0.          0.71066779  0.94633859  0.01314643  0.94633859  0.3061051 ]
 [ 0.09530311 -0.11670555 -0.09804978  0.57544922  0.57544922 -0.11670555
   0.57544922  0.14926952  0.          0.57544922 -0.11670555  0.52244532]]"
960,RNN-30-35-30,"[[0.         0.         0.94291768 0.         0.         0.
  0.94291768 0.94291768 0.94291768 0.50021691 0.28349841 0.        ]
 [0.99224558 0.99224558 0.         0.99224558 0.99224558 0.99224558
  0.         0.         0.         0.27566759 0.46347455 0.99224558]]"
961,RNNA-30-35-0,"[[0.         0.         0.         0.01958191 0.01958191 0.01958191
  0.00062746 0.01958191 0.00923828 0.00128345 0.         0.01958191]
 [0.         0.         0.26537374 0.26537374 0.26537374 0.00725172
  0.0205722  0.01094102 0.00360504 0.03034755 0.         0.26537374]]"
962,RNNA-30-35-1,"[[0.0017898  0.0017898  0.01499296 0.01499296 0.0017898  0.0017898
  0.02031365 0.0017898  0.02031365 0.         0.0017898  0.0017898 ]
 [0.06042186 0.06042186 0.05873578 0.00035022 0.06042186 0.06042186
  0.         0.06042186 0.02789909 0.05969234 0.06042186 0.06042186]]"
963,RNNA-30-35-2,"[[-0.00939414  0.06182985 -0.01419226 -0.01419226 -0.01419226 -0.01419226
   0.         -0.01419226 -0.01419226  0.07770597  0.02270592 -0.00939414]
 [ 0.02196643  0.17635546  0.          0.01449846  0.          0.07749766
   0.          0.          0.04070294  0.19562542  0.28755667  0.02196643]]"
964,RNNA-30-35-3,"[[-3.61780650e-03  3.12123456e-02  3.12123456e-02  3.12123456e-02
   3.12123456e-02  0.00000000e+00 -3.61780650e-03  3.12123456e-02
   3.12123456e-02 -3.61780650e-03 -3.61780650e-03 -3.61780650e-03]
 [ 4.30683642e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  4.74855032e-01  4.74855032e-01  8.88178420e-16
   8.88178420e-16  4.74855032e-01  2.25258536e-01  4.74855032e-01]]"
965,RNNA-30-35-4,"[[-0.00170789  0.          0.00773822  0.11262055  0.07262055 -0.00844532
   0.06016942 -0.00108401  0.06016942  0.00586384  0.03875233  0.01960297]
 [-0.02422914 -0.03669428  0.         -0.0395127  -0.04524181 -0.01349284
   0.05050652  0.06533572  0.04195899  0.03226049 -0.01142723  0.12997424]]"
966,RNNA-30-35-5,"[[4.84454979e-05 0.00000000e+00 1.49088305e-02 3.59074852e-02
  8.35861020e-03 3.59074852e-02 4.84454979e-05 1.49088305e-02
  1.49088305e-02 2.34563602e-02 3.59074852e-02 3.59074852e-02]
 [1.56879495e-03 0.00000000e+00 2.80137702e-02 1.39837756e-02
  1.94662405e-02 2.80137702e-02 1.56879495e-03 2.80137702e-02
  2.80137702e-02 1.94662405e-02 2.80137702e-02 1.94662405e-02]]"
967,RNNA-30-35-6,"[[ 0.03556672  0.03556672  0.03556672 -0.00425621  0.03556672  0.
   0.03556672  0.03556672  0.03556672  0.01540804  0.03547698  0.03556672]
 [ 0.          0.          0.          0.26345433  0.          0.17532011
   0.          0.          0.          0.23703679  0.26345433  0.        ]]"
968,RNNA-30-35-7,"[[0.00000000e+00 8.71314708e-03 8.71314708e-03 8.71314708e-03
  8.71314708e-03 7.89884621e-03 0.00000000e+00 0.00000000e+00
  7.89884621e-03 8.71314708e-03 0.00000000e+00 0.00000000e+00]
 [0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
  0.00000000e+00 3.77125456e-02 0.00000000e+00 0.00000000e+00
  3.77125456e-02 4.44089210e-16 0.00000000e+00 2.05951996e-02]]"
969,RNNA-30-35-8,"[[ 4.44089210e-16  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  0.00000000e+00  4.44089210e-16  0.00000000e+00
   0.00000000e+00  0.00000000e+00  4.44089210e-16  0.00000000e+00]
 [-4.07264505e-02  0.00000000e+00 -4.19763849e-02  5.74711993e-02
   5.74711993e-02 -3.05203232e-02 -3.05203232e-02  5.74711993e-02
   5.74711993e-02 -4.19763849e-02 -4.07053044e-02 -3.05203232e-02]]"
970,RNNA-30-35-9,"[[ 4.53284238e-03  1.27856279e-03  4.53284238e-03  4.53284238e-03
   0.00000000e+00  1.27856279e-03  1.38557239e-03  4.53284238e-03
   4.53284238e-03  4.53284238e-03  4.53284238e-03  1.27856279e-03]
 [ 4.09113029e-03 -2.29098934e-03  4.09113029e-03  4.09113029e-03
   8.36850695e-04  0.00000000e+00  6.82601386e-05  4.09113029e-03
   4.09113029e-03  4.09113029e-03  4.09113029e-03 -2.29098934e-03]]"
971,RNNA-30-35-10,"[[ 0.04834446  0.04684131 -0.00281423  0.02086626  0.04834446  0.04834446
   0.          0.04834446  0.04539355  0.04817086  0.04684131  0.04834446]
 [ 0.21431336  0.22676448  0.08607515  0.11461214  0.21376058  0.21376058
   0.18821499  0.21431336  0.          0.22676448  0.21376058  0.21431336]]"
972,RNNA-30-35-11,"[[ 0.05596334 -0.01255355  0.0471575   0.00141834  0.07860997  0.07860997
   0.07860997  0.          0.01582024  0.07860997 -0.01347884 -0.01500239]
 [ 0.04036644 -0.03698923  0.         -0.03698923  0.04036644 -0.01557214
   0.04036644  0.01197674 -0.03698923  0.04036644 -0.02776495 -0.03698923]]"
973,RNNA-30-35-12,"[[2.74551267e-01 2.76157576e-01 3.06842854e-02 2.76157576e-01
  2.58688970e-01 1.69633791e-02 2.76157576e-01 3.06842854e-02
  8.59220964e-02 2.74551267e-01 0.00000000e+00 2.76157576e-01]
 [4.44089210e-16 8.88178420e-16 8.88178420e-16 8.88178420e-16
  4.44089210e-16 8.88178420e-16 8.88178420e-16 0.00000000e+00
  4.44089210e-16 4.44089210e-16 4.44089210e-16 4.44089210e-16]]"
974,RNNA-30-35-13,"[[ 0.45707688  0.43645681  0.06280933  0.45707688  0.          0.39975275
   0.1056463   0.26934044 -0.00776433  0.01620776  0.34214106 -0.00274276]
 [ 0.04817903  0.05416651 -0.01703655 -0.01703655 -0.01703655  0.04817903
   0.00405878  0.09756401  0.          0.00405878  0.089221   -0.01703655]]"
975,RNNA-30-35-14,"[[-0.0031162  -0.0031162  -0.00657806 -0.0031162  -0.00431984 -0.0031162
   0.         -0.00042628 -0.00657806  0.01734498 -0.0031162  -0.00657806]
 [ 0.09640335  0.0448767   0.00667265  0.07242558  0.02292559  0.09640335
   0.00324195  0.08820516  0.          0.01125942  0.07242558  0.01536389]]"
976,RNNA-30-35-15,"[[ 0.37338025  0.83181467  0.83181467  0.8042658  -0.01533074  0.47623583
   0.37338025  0.00857465  0.47623583  0.         -0.01533074  0.10330647]
 [ 0.00414773  0.01493032  0.01493032  0.03835568  0.00356736  0.
  -0.01482154  0.05116129 -0.01482154  0.05116129  0.00356736  0.03835568]]"
977,RNNA-30-35-16,"[[0.06006201 0.0170451  0.02006201 0.01507439 0.02006201 0.02006201
  0.00582854 0.02006201 0.02006201 0.02006201 0.         0.02006201]
 [0.00862982 0.4679385  0.15292756 0.34787491 0.15292756 0.15292756
  0.4679385  0.15292756 0.16029863 0.45200221 0.         0.15292756]]"
978,RNNA-30-35-17,"[[ 0.04693092  0.04693092 -0.00043671  0.04693092  0.          0.04693092
   0.04658323  0.04693092  0.04693092  0.04693092  0.04693092  0.04693092]
 [ 0.06184205  0.06184205  0.00336661  0.06184205  0.          0.06184205
   0.04449032  0.06184205  0.06184205  0.06184205  0.06184205  0.06184205]]"
979,RNNA-30-35-18,"[[ 0.58375598  0.23390093  0.05358603  0.0976686   0.00084734  0.50265571
   0.          0.28163249  0.44215169  0.31821381  0.23390093 -0.01848563]
 [ 0.12124747  0.         -0.02656277 -0.00487869 -0.06246857  0.01421523
   0.20653554  0.14932865  0.12124747  0.17898667 -0.06246857 -0.04978243]]"
980,RNNA-30-35-19,"[[-6.66277977e-03  5.15081598e-02  2.08941809e-03  5.15081598e-02
   5.15081598e-02  0.00000000e+00 -5.45173342e-03  5.15081598e-02
   5.15081598e-02  5.15081598e-02  5.15081598e-02  3.00910684e-02]
 [ 1.14560618e-02  1.33226763e-15  0.00000000e+00  1.33226763e-15
   1.33226763e-15  1.14560618e-02  1.14560618e-02  1.33226763e-15
   1.33226763e-15  1.33226763e-15  1.33226763e-15  0.00000000e+00]]"
981,RNNA-30-35-20,"[[ 0.00038863  0.00038863  0.00038863  0.          0.00038863  0.00038863
   0.00038863  0.00038863  0.00038863 -0.00028823  0.00038863  0.00038863]
 [ 0.00591908  0.00591908  0.00591908 -0.00117818  0.00591908  0.00591908
   0.00591908  0.00591908  0.00591908  0.          0.00591908  0.00591908]]"
982,RNNA-30-35-21,"[[-2.22769271e-02  3.20737204e-02  2.90680492e-01 -2.22769271e-02
   3.07035212e-01  7.68210911e-02  0.00000000e+00  2.38169085e-01
   2.69402675e-01  2.86804337e-01 -4.31186389e-03  2.07307422e-01]
 [ 3.32851861e-01  3.32851861e-01  1.48838009e-04  0.00000000e+00
   3.00471210e-04  1.71963675e-01  3.32851861e-01  2.50945575e-01
   9.73845035e-02  3.58217097e-02  2.89946920e-01  3.28948266e-01]]"
983,RNNA-30-35-22,"[[ 1.09344557e-01  4.44089210e-16  4.44089210e-16  3.72357484e-03
   5.66037334e-02  4.44089210e-16  7.51074418e-03  4.44089210e-16
   7.51074418e-03  0.00000000e+00  8.88178420e-16  0.00000000e+00]
 [ 0.00000000e+00  4.31253099e-02  4.31253099e-02  0.00000000e+00
  -8.88178420e-16  4.31253099e-02  2.80630286e-02  4.31253099e-02
   0.00000000e+00  0.00000000e+00  4.31253099e-02  0.00000000e+00]]"
984,RNNA-30-35-23,"[[0.03379393 0.03379393 0.03379393 0.03379393 0.03379393 0.
  0.03379393 0.03379393 0.03379393 0.03379393 0.         0.02751694]
 [0.         0.         0.         0.         0.         0.0173571
  0.         0.         0.         0.         0.0173571  0.01651857]]"
985,RNNA-30-35-24,"[[0.21841328 0.21841328 0.20918899 0.21841328 0.21453712 0.
  0.21841328 0.21841328 0.06769453 0.21841328 0.19010315 0.04502882]
 [0.00671577 0.00671577 0.02078574 0.         0.01698687 0.08788525
  0.00671577 0.         0.0613165  0.         0.03554649 0.04414009]]"
986,RNNA-30-35-25,"[[0.13053829 0.13053829 0.03344977 0.01583503 0.13053829 0.13053829
  0.13053829 0.13812825 0.13053829 0.06889644 0.         0.06675421]
 [0.00224122 0.00554306 0.04340338 0.04340338 0.00224122 0.00224122
  0.04340338 0.04340338 0.00224122 0.         0.04340338 0.03799418]]"
987,RNNA-30-35-26,"[[0.         0.18801826 0.         0.0962181  0.         0.
  0.         0.         0.18801826 0.         0.         0.15150342]
 [0.03137414 0.02783205 0.03137414 0.03094837 0.03137414 0.03137414
  0.03137414 0.03137414 0.01361595 0.03137414 0.03137414 0.        ]]"
988,RNNA-30-35-27,"[[0.01568838 0.0178747  0.0178747  0.0178747  0.03842748 0.
  0.03842748 0.03842748 0.03842748 0.0178747  0.03842748 0.01842748]
 [0.22467178 0.12280583 0.12280583 0.12280583 0.12098539 0.16227724
  0.12098539 0.12098539 0.12098539 0.12280583 0.12098539 0.        ]]"
989,RNNA-30-35-28,"[[ 0.01176146 -0.00516675 -0.00807169 -0.00807169  0.05608141 -0.00807169
   0.02370103  0.02853253 -0.00807169  0.         -0.00711094  0.00034813]
 [-0.00025486 -0.00228983 -0.03302039 -0.03142498 -0.00228983  0.
  -0.02548726  0.00350225 -0.03302039 -0.00228983 -0.01982912 -0.02933872]]"
990,RNNA-30-35-29,"[[-0.00961789 -0.02471564  0.          0.01874208 -0.0227386  -0.03716676
   0.01874208 -0.04203519 -0.02961789 -0.04303384 -0.04084129 -0.03965326]
 [ 0.03273231  0.         -0.02802491 -0.0139812  -0.01511378 -0.00626904
  -0.02449891 -0.02802491 -0.02802491 -0.00236544 -0.00595184  0.00518343]]"
991,RNNA-30-35-30,"[[ 0.15468855  0.09993388  0.1332731   0.1967719   0.          0.12594692
   0.17358615  0.22251103  0.12594692  0.20573787  0.12594692  0.21719034]
 [ 0.05827998 -0.02030293  0.05827998 -0.00662227  0.          0.05827998
  -0.02465767 -0.02352714  0.05827998 -0.02352714  0.05827998 -0.02352714]]"
992,LSTM-30-35-0,"[[ 0.64391811  0.44090815  0.          0.15923093  0.66937314  0.64391811
   0.66937314  0.01964775  0.34032958  0.15923093  0.66937314  0.64391811]
 [ 0.49506828  0.20552374 -0.02240025  0.         -0.01620006  0.32977503
   0.26677906  0.05662687  0.20552374 -0.02240025 -0.01620006  0.20552374]]"
993,LSTM-30-35-1,"[[0.02460736 0.47428912 0.41233673 0.35257938 0.93162188 0.30828571
  0.         0.47428912 0.21784941 0.35257938 0.61316823 0.27323555]
 [0.20298686 0.32599647 0.07055653 0.4612407  0.         0.36599647
  0.16671884 0.32599647 0.03123329 0.4612407  0.23704322 0.32599647]]"
994,LSTM-30-35-2,"[[5.95474678e-01 7.53340733e-02 9.87554721e-01 8.66984921e-01
  0.00000000e+00 2.71402746e-01 9.23504648e-01 7.53340733e-02
  9.87554721e-01 1.50303367e-02 7.53340733e-02 5.04888178e-01]
 [6.42319246e-01 9.87570835e-01 4.16466755e-04 3.65354252e-01
  9.87570835e-01 6.96285657e-01 0.00000000e+00 9.87570835e-01
  4.16466755e-04 2.60545645e-01 9.87570835e-01 6.43281756e-01]]"
995,LSTM-30-35-3,"[[ 0.11110745  0.36599423  0.37722071  0.37722071  0.10093357  0.37722071
   0.10874148  0.36599423  0.37722071  0.37722071  0.22985617  0.        ]
 [ 0.02961842  0.34499476 -0.04838427  0.38782895  0.46583164  0.
   0.01548472  0.34499476  0.22415098  0.36451616 -0.0448608  -0.04838427]]"
996,LSTM-30-35-4,"[[0.99848165 0.99848165 0.22283289 0.53387386 0.67045168 0.01041891
  0.94196192 0.99848165 0.22283289 0.61670804 0.6618841  0.        ]
 [0.         0.         0.45219652 0.31617661 0.17435325 0.57882797
  0.00917062 0.         0.45219652 0.29929011 0.18889438 0.57882797]]"
997,LSTM-30-35-5,"[[0.78564965 0.68675464 0.03750662 0.63386535 0.99465712 0.63386535
  0.39869685 0.68675464 0.19684735 0.         0.92587872 0.51957524]
 [0.22030301 0.80670728 0.95528406 0.89486562 0.         0.95528406
  0.302962   0.80670728 0.5949965  0.95528406 0.00764432 0.95528406]]"
998,LSTM-30-35-6,"[[0.87769944 0.42716859 0.         0.23893614 0.23893614 0.05390034
  0.87769944 0.47396653 0.01615983 0.23893614 0.23893614 0.00758645]
 [0.04350992 0.63041687 0.         0.99537844 0.99537844 0.87041768
  0.04350992 0.43776039 0.13415024 0.99537844 0.99537844 0.87041768]]"
999,LSTM-30-35-7,"[[ 0.26381813  0.98061685  0.56616982  0.51530816  0.98061685  0.88193233
   0.          0.98061685  0.38764274  0.1057071   0.98061685  0.88193233]
 [ 0.66940584  0.          0.2472082   0.44023794 -0.00974915  0.66940584
   0.66940584  0.01097249  0.26081646  0.45071919 -0.00974915  0.66940584]]"
1000,LSTM-30-35-8,"[[0.98841617 0.         0.98841617 0.64871958 0.79422605 0.23758685
  0.89542756 0.         0.87822067 0.66378186 0.87822067 0.21077508]
 [0.00106437 0.99967371 0.00106437 0.20153167 0.47311357 0.99967371
  0.03593186 0.99967371 0.02308974 0.2500792  0.         0.99967371]]"
1001,LSTM-30-35-9,"[[0.226621   0.         0.         0.54629247 0.89358421 0.89358421
  0.44134914 0.         0.         0.56299771 0.72791583 0.75770446]
 [0.85978823 0.99857907 0.99857907 0.86623886 0.         0.
  0.35751256 0.99857907 0.99857907 0.73035911 0.10448955 0.00508292]]"
1002,LSTM-30-35-10,"[[0.96113036 0.98867924 0.         0.49987078 0.02424723 0.02424723
  0.66029735 0.96113036 0.18694534 0.30157413 0.00324857 0.03624803]
 [0.31294701 0.04356884 0.93488574 0.21922186 0.99288678 0.99288678
  0.47294536 0.01684758 0.64805693 0.         0.97288678 0.99288678]]"
1003,LSTM-30-35-11,"[[0.57609458 0.03070544 0.83179999 0.97625636 0.08455782 0.97625636
  0.72499145 0.         0.6102847  0.97625636 0.28331789 0.97625636]
 [0.3702653  0.22883233 0.         0.0361399  0.3702653  0.0361399
  0.01490383 0.19128322 0.12345303 0.0361399  0.3702653  0.0361399 ]]"
1004,LSTM-30-35-12,"[[0.80571728 0.         0.89835597 0.52719076 0.89835597 0.02972233
  0.80571728 0.         0.89835597 0.32241596 0.89835597 0.07850094]
 [0.29615742 0.76100728 0.53383801 0.76100728 0.         0.00269406
  0.29615742 0.76100728 0.53383801 0.35536469 0.         0.03263224]]"
1005,LSTM-30-35-13,"[[0.51773385 0.01597513 0.64905889 0.51773385 0.9327494  0.26623318
  0.         0.06345228 0.64905889 0.02638235 0.896653   0.35861346]
 [0.75519725 0.98129261 0.         0.26476957 0.63149874 0.11418307
  0.75519725 0.98129261 0.         0.87109711 0.57163459 0.44951716]]"
1006,LSTM-30-35-14,"[[0.         0.         0.38863589 0.83407964 0.99407964 0.03122558
  0.         0.         0.99407964 0.04356193 0.92188683 0.14609937]
 [0.98719961 0.98719961 0.0016648  0.18040296 0.07329064 0.02430005
  0.98719961 0.98719961 0.         0.0352447  0.09651326 0.47029477]]"
1007,LSTM-30-35-15,"[[0.02131825 0.56876811 0.99657953 0.34485684 0.         0.6980804
  0.02131825 0.17959493 0.99657953 0.56354349 0.01031373 0.99657953]
 [0.83077048 0.270889   0.19142648 0.55648298 0.63221559 0.06377042
  0.83077048 0.14223733 0.34613323 0.51118973 0.63221559 0.        ]]"
1008,LSTM-30-35-16,"[[ 0.07276618  0.25008059  0.07276618  0.89138437  0.46132368  0.89138437
   0.          0.60465214  0.12336732  0.89138437  0.46132368  0.89138437]
 [ 0.68242755  0.02641031  0.58311151  0.          0.68242755  0.13427795
   0.68242755  0.3130334   0.55008734 -0.00543848  0.68242755  0.13427795]]"
1009,LSTM-30-35-17,"[[ 0.85200508 -0.01464292  0.         -0.02740722  0.39210327  0.60571152
   0.85200508 -0.01464292 -0.02740722  0.06766369  0.32789126  0.30276016]
 [ 0.18976977  0.98202894  0.98202894  0.83746883  0.98202894  0.62665203
   0.          0.98202894  0.98202894  0.41216916  0.98202894  0.50722403]]"
1010,LSTM-30-35-18,"[[0.17036796 0.52653815 0.66428252 0.49417265 0.0240312  0.99739946
  0.09248371 0.52653815 0.66428252 0.         0.29639943 0.99739946]
 [0.78243782 0.17577656 0.65591992 0.43656229 0.92351046 0.
  0.78243782 0.16246824 0.65591992 0.83467537 0.55306435 0.        ]]"
1011,LSTM-30-35-19,"[[9.81451884e-01 9.81451884e-01 7.77644829e-01 0.00000000e+00
  9.81451884e-01 8.13774228e-04 4.76181191e-01 9.81451884e-01
  7.65193704e-01 9.81451884e-01 9.81451884e-01 6.44080810e-02]
 [5.04305446e-01 6.01658821e-01 1.80289438e-01 9.36022915e-02
  0.00000000e+00 1.15366194e-01 5.04305446e-01 4.17335135e-01
  1.02157242e-02 2.40982066e-01 0.00000000e+00 3.07790602e-01]]"
1012,LSTM-30-35-20,"[[0.9954683  0.20970823 0.02101723 0.         0.         0.4364379
  0.9954683  0.663434   0.02101723 0.         0.         0.76937294]
 [0.         0.67312324 0.91915683 0.97312324 0.97312324 0.19275726
  0.         0.5458214  0.91915683 0.97312324 0.97312324 0.10769308]]"
1013,LSTM-30-35-21,"[[0.9985328  0.71209478 0.9985328  0.9985328  0.33448967 0.
  0.9985328  0.63909886 0.9985328  0.9985328  0.09722135 0.        ]
 [0.19575248 0.53916025 0.         0.34084416 0.68006589 0.9985328
  0.         0.51276299 0.         0.12470546 0.06969414 0.9985328 ]]"
1014,LSTM-30-35-22,"[[0.57589886 0.57589886 0.03008846 0.99739355 0.03008846 0.22158025
  0.15296149 0.29280673 0.         0.99739355 0.09078742 0.57589886]
 [0.96126381 0.33129861 0.98325769 0.         0.98325769 0.16442141
  0.70830642 0.56704732 0.82100207 0.         0.82100207 0.33129861]]"
1015,LSTM-30-35-23,"[[0.03496613 0.18397969 0.07066178 0.27456619 0.05339058 0.
  0.10827593 0.03496613 0.02509533 0.27456619 0.05166209 0.27456619]
 [0.98356458 0.71834209 0.33867191 0.4625729  0.11823321 0.98356458
  0.90556189 0.67301794 0.98356458 0.4625729  0.         0.8627277 ]]"
1016,LSTM-30-35-24,"[[0.99329824 0.43045674 0.0335535  0.01197463 0.67000065 0.99329824
  0.1353332  0.39145539 0.02110237 0.         0.67000065 0.99329824]
 [0.9857577  0.33698921 0.9857577  0.93489604 0.57959667 0.
  0.9857577  0.18355627 0.9857577  0.9657577  0.55613753 0.        ]]"
1017,LSTM-30-35-25,"[[0.74797806 0.         0.         0.93479167 0.99521011 0.99521011
  0.272215   0.00100178 0.00425606 0.93479167 0.99521011 0.99521011]
 [0.27732752 0.99723326 0.99723326 0.38718248 0.         0.
  0.99723326 0.8347675  0.88773831 0.39475163 0.         0.        ]]"
1018,LSTM-30-35-26,"[[0.99971133 0.03236498 0.99971133 0.99971133 0.07606776 0.38003853
  0.95441808 0.         0.99971133 0.95441808 0.09455421 0.72194116]
 [0.01014145 0.84505697 0.01014145 0.01014145 0.99457572 0.36501091
  0.02226565 0.88438022 0.01014145 0.         0.99457572 0.583995  ]]"
1019,LSTM-30-35-27,"[[5.04497502e-01 9.89587521e-01 2.34121895e-01 0.00000000e+00
  9.89587521e-01 9.89587521e-01 6.52695693e-01 8.88238952e-01
  1.19923853e-01 7.14123409e-04 9.89587521e-01 9.89587521e-01]
 [9.60998655e-01 2.71294972e-01 5.97486060e-01 1.00000000e+00
  0.00000000e+00 0.00000000e+00 7.93289655e-01 2.07920725e-01
  4.53100441e-01 9.60998655e-01 0.00000000e+00 8.88178420e-16]]"
1020,LSTM-30-35-28,"[[0.01108153 0.4649162  0.99513254 0.22946055 0.90309986 0.01108153
  0.01108153 0.51384108 0.75374289 0.29806904 0.94658501 0.        ]
 [0.99884368 0.21384016 0.         0.81286648 0.51295648 0.99884368
  0.99884368 0.2099594  0.02938845 0.71286648 0.49598822 0.99884368]]"
1021,LSTM-30-35-29,"[[ 0.6149221   0.89175884  0.45007836  0.          0.6149221   0.89175884
   0.39784064  0.84089718  0.67001985  0.18821677  0.67001985  0.89175884]
 [ 0.34169763 -0.10592588  0.20788611  0.          0.15589488  0.11875508
   0.34169763 -0.10592588  0.20788611 -0.00766477  0.05875508  0.11875508]]"
1022,LSTM-30-35-30,"[[ 2.99044482e-01  7.08268408e-01  0.00000000e+00 -1.96416070e-02
   8.14114434e-01  3.97828004e-01  2.14068056e-01  7.08268408e-01
  -1.96416070e-02 -1.96416070e-02  8.14114434e-01  5.87833005e-02]
 [ 6.53225295e-01  0.00000000e+00  9.98579075e-01  9.98579075e-01
   3.17398231e-02  2.16607014e-01  5.52652248e-01  4.44089210e-16
   9.98579075e-01  9.98579075e-01  2.58389185e-02  3.53914293e-01]]"
1023,LSTMA-30-35-0,"[[ 0.04245693  0.01010742 -0.00359847  0.02329381  0.00318312 -0.00345365
   0.03590671  0.01010742  0.02610221  0.         -0.00137501 -0.00359847]
 [ 0.08454588  0.15898891 -0.01559251  0.19002294 -0.01559251  0.11713629
   0.          0.15898891  0.19002294  0.15898891 -0.01278008  0.15898891]]"
1024,LSTMA-30-35-1,"[[ 1.11794841e-02 -1.65569549e-02  1.11794841e-02  0.00000000e+00
  -1.85343569e-02  1.11794841e-02  1.11794841e-02 -5.91557538e-03
  -8.97170780e-03 -1.85343569e-02 -1.85343569e-02 -1.65569549e-02]
 [ 1.01675078e-02  0.00000000e+00  1.01675078e-02  1.01675078e-02
   8.88178420e-16  1.01675078e-02  1.01675078e-02  3.48823218e-03
   1.01675078e-02  8.88178420e-16  1.64594126e-02  1.64594126e-02]]"
