Kind,epoch,Repetition,Sum of Absolute Values,Mean Value,Standard Deviation,Maximum Value,Minimum Value,Kmeans_song_1_treshold,Kmeans_song_2_treshold,Kmeans_song_3_treshold,Kmeans_song_4_treshold,Song_1_Nodes_exceeding_treshold,Song_2_Nodes_exceeding_treshold,Song_3_Nodes_exceeding_treshold,Song_4_Nodes_exceeding_treshold,Total_Nodes_exceeding_treshold,degree_2_overlapp,degree_3_overlapp,degree_4_overlapp,sum_of_degree_overlapp,Total_Overlapp_percentage,overlapp_column1,overlapp_column2,overlapp_column3,overlapp_column4,overlapp_column5,overlapp_column6,overlapp_column7,overlapp_column8,overlapp_column9,overlapp_column10,overlapp_column11,overlapp_column12,overlapp_column13,overlapp_column14,overlapp_column15,overlapp_column16,overlapp_column17,overlapp_column18,overlapp_column19,overlapp_column20,song_1_song_2_11_overlap,song_1_song_3_11_overlap,song_1_song_4_11_overlap,song_2_song_3_11_overlap,song_2_song_4_11_overlap,song_3_song_4_11_overlap,total_pairwise_overlap_count,Binarized_Vector_Song_1,Binarized_Vector_Song_2,Binarized_Vector_Song_3,Binarized_Vector_Song_4
GRUA,1000,8,16.1442,0.1982,0.2207,0.7261,-0.0312,0.3658,0.2928,0.1337,0.1242,12,6,5,6,29,8,1,1,10,28.749999999999996,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.0,0.75,0.0,0.0,0.5,0.0,0.0,2,3,3,3,4,2,17,"[0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1]","[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0]"
GRUA,1000,9,27.3106,0.3414,0.2585,0.7592,0.0,0.3356,0.3433,0.3194,0.3195,11,11,10,10,42,7,6,2,15,50.0,0.5,0.75,0.5,0.75,0.75,0.0,0.75,0.5,0.75,0.5,1.0,0.0,0.5,0.0,0.5,0.75,0.0,0.0,0.5,1.0,5,7,9,6,5,5,37,"[0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1]","[1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1]","[1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1]","[0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]"
GRUA,1000,10,13.5656,0.1696,0.2003,0.7225,0.0,0.301,0.2594,0.1409,0.0371,15,4,4,5,28,7,0,1,8,22.5,0.0,0.5,0.0,1.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.5,2,1,4,3,1,2,13,"[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0]","[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]","[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
GRUA,1000,11,24.4553,0.3049,0.248,0.7598,-0.0198,0.3881,0.3659,0.2659,0.2282,13,9,7,7,36,2,6,1,9,32.5,0.75,0.0,0.0,0.75,0.0,0.75,0.0,0.75,0.5,1.0,0.0,0.0,0.5,0.75,0.0,0.0,0.0,0.75,0.0,0.0,5,5,4,6,3,3,26,"[1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0]","[1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1]","[1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
GRUA,1000,12,29.1695,0.3645,0.2831,0.8111,-0.0043,0.4261,0.3855,0.2836,0.4018,12,10,8,8,38,6,5,1,12,38.75,0.0,0.75,0.0,1.0,0.5,0.0,0.0,0.5,0.5,0.75,0.0,0.75,0.5,0.5,0.75,0.75,0.5,0.0,0.0,0.0,5,3,1,6,6,6,27,"[1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0]","[0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0]","[0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0]","[0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0]"
GRUA,1000,13,20.7799,0.2597,0.2424,0.7966,-0.0016,0.389,0.3367,0.2377,0.2024,12,7,7,6,32,4,3,1,8,26.25,0.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.75,0.0,0.5,0.5,0.0,0.0,0.5,0.75,3,3,2,4,3,4,19,"[1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1]","[1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1]","[1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1]"
GRUA,1000,14,20.5137,0.2564,0.2378,0.7992,-0.0008,0.3958,0.3051,0.2043,0.2182,12,7,7,7,33,5,4,1,10,32.5,0.75,0.0,0.75,1.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.75,0.5,0.5,0.75,0.5,0.0,0.0,3,4,5,3,5,3,23,"[1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1]","[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0]","[0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0]","[1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
GRUA,1000,15,23.5093,0.2929,0.2445,0.7595,-0.0168,0.3733,0.3755,0.3174,0.1787,13,7,8,7,35,9,2,1,12,35.0,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.75,1.0,0.75,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,3,6,3,2,3,4,21,"[1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1]","[0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1]","[0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
GRUA,1000,16,29.9581,0.3744,0.254,0.8109,-0.0014,0.3965,0.4072,0.3387,0.2839,12,10,10,11,43,6,7,1,14,46.25,0.75,0.0,0.5,0.0,0.5,1.0,0.0,0.75,0.75,0.75,0.5,0.5,0.0,0.0,0.75,0.75,0.5,0.5,0.0,0.75,6,5,4,7,6,5,33,"[1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0]","[1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1]","[1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1]","[0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1]"
GRUA,1000,17,19.1939,0.2389,0.2289,0.7854,-0.0099,0.3675,0.3568,0.2367,0.2108,12,6,5,5,28,5,4,0,9,27.500000000000004,0.0,0.0,0.75,0.0,0.75,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.75,0.0,0.5,0.0,0.0,0.75,4,4,2,3,2,2,17,"[0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1]","[0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1]","[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0]"
GRUA,1000,18,25.0904,0.3136,0.2409,0.7848,-0.0017,0.3678,0.3861,0.2723,0.2823,13,9,7,8,37,10,3,1,14,41.25,0.0,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.75,0.75,0.5,1.0,0.5,0.75,0.5,0.0,0.5,0.0,5,3,5,5,3,4,25,"[1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1]","[0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0]","[0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0]"
GRUA,1000,19,15.305,0.191,0.2161,0.7307,-0.0055,0.3815,0.295,0.1998,0.0843,10,5,5,4,24,3,2,1,6,20.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.75,0.0,0.75,2,3,4,2,2,2,15,"[1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]"
GRUA,1000,20,20.3998,0.2547,0.2446,0.7473,-0.0057,0.376,0.3416,0.2159,0.2098,14,6,5,5,30,3,2,2,7,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.75,0.0,0.5,0.75,1.0,0.0,0.0,0.0,0.0,0.5,0.0,3,4,4,4,3,3,21,"[0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0]"
GRUA,1000,21,23.2198,0.2898,0.2544,0.7854,-0.0133,0.3816,0.3544,0.3039,0.1424,13,10,6,8,37,10,4,0,14,40.0,0.75,0.5,0.5,0.5,0.5,0.75,0.5,0.75,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.75,0.5,0.5,6,3,3,2,5,3,22,"[1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1]","[1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]","[1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1]","[0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0]"
GRUA,1000,22,23.061,0.288,0.2565,0.8113,-0.0037,0.389,0.3741,0.2677,0.2251,11,9,7,7,34,10,2,1,13,37.5,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.75,0.75,0.5,0.5,4,4,4,4,3,3,22,"[0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1]","[1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1]","[0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0]"
GRUA,1000,23,27.2929,0.3412,0.2545,0.7703,0.0,0.3744,0.3132,0.3404,0.3288,13,10,8,9,40,5,5,2,12,41.25,0.5,0.75,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.75,0.0,0.75,0.75,1.0,0.0,0.0,0.75,0.0,1.0,0.0,6,6,5,5,6,4,32,"[1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0]","[0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0]","[0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1]","[1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0]"
GRUA,1000,24,22.4294,0.2797,0.2275,0.8095,-0.0098,0.3333,0.3809,0.31,0.1916,12,7,7,9,35,5,4,2,11,37.5,0.75,0.5,0.75,0.75,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0,1.0,0.5,0.0,0.0,0.75,4,5,7,4,4,5,29,"[1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1]","[1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0]","[1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1]","[0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1]"
GRUA,1000,25,24.5977,0.3061,0.262,0.8104,-0.0214,0.3621,0.4063,0.333,0.2882,13,7,6,7,33,5,4,1,10,32.5,0.0,0.75,0.0,0.0,0.5,0.0,0.0,0.5,0.75,0.0,0.75,0.5,0.5,0.5,1.0,0.0,0.0,0.0,0.75,0.0,4,4,4,4,4,3,23,"[0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0]","[0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0]"
GRUA,1000,26,23.2961,0.2908,0.2248,0.7588,-0.0057,0.3644,0.341,0.2438,0.2021,11,10,8,11,40,7,4,2,13,42.5,0.5,0.5,0.5,0.0,1.0,0.0,0.75,0.5,0.0,0.0,0.0,0.5,1.0,0.5,0.75,0.75,0.0,0.0,0.75,0.5,9,4,6,2,5,5,31,"[1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1]","[1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0]","[0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0]"
GRUA,1000,27,12.6233,0.1574,0.1803,0.6676,-0.0062,0.3217,0.2192,0.138,0.0906,11,5,4,4,24,6,1,0,7,18.75,0.0,0.0,0.0,0.0,0.5,0.5,0.75,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0,1,2,3,2,1,9,"[0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
GRUA,1000,28,19.5142,0.2438,0.2603,0.8054,-0.0067,0.4418,0.3459,0.1139,0.117,11,9,8,6,34,2,6,2,10,37.5,0.75,0.75,0.0,0.0,0.75,0.0,0.5,0.0,0.0,0.75,0.75,0.0,1.0,0.5,0.75,0.0,1.0,0.0,0.0,0.0,7,6,4,7,4,4,32,"[1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1]","[1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0]"
GRUA,1000,29,16.0358,0.1997,0.2225,0.7209,-0.008,0.3508,0.299,0.1578,0.1385,12,6,6,4,28,6,0,2,8,25.0,0.0,0.5,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,3,4,3,3,2,3,18,"[1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1]","[0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]","[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]"
GRUA,1000,30,21.0349,0.2626,0.2357,0.7594,-0.0067,0.3092,0.3119,0.2828,0.2436,11,9,7,8,35,4,4,2,10,35.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.5,0.75,0.5,0.0,0.5,1.0,0.75,0.0,0.75,1.0,0.0,0.5,0.0,5,5,4,6,5,3,28,"[0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0]","[0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0]"
GRUA,1000,31,14.4718,0.176,0.2251,0.7278,-0.0319,0.3704,0.2725,0.1191,0.09,13,4,4,3,24,0,3,0,3,11.25,0.0,0.0,0.75,0.0,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,1,2,1,2,9,"[1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
GRUA,1000,32,22.7276,0.2839,0.234,0.7848,-0.0047,0.3727,0.3774,0.2519,0.2707,12,6,6,8,32,6,2,1,9,27.500000000000004,0.75,0.5,0.5,0.0,0.75,1.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,3,1,4,3,4,3,18,"[0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1]","[1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
GRUA,1000,33,18.4086,0.23,0.2384,0.7676,-0.0056,0.3583,0.3079,0.1455,0.279,14,6,6,4,30,3,3,1,7,23.75,0.0,0.75,0.75,0.0,0.75,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.5,3,3,2,4,3,3,18,"[0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]","[0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1]","[0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
GRUA,1000,34,29.4419,0.3676,0.265,0.8109,-0.0133,0.3669,0.3774,0.3337,0.3393,13,10,9,10,42,8,6,1,15,47.5,0.75,0.5,0.0,1.0,0.5,0.75,0.5,0.0,0.75,0.0,0.75,0.75,0.75,0.0,0.5,0.0,0.5,0.5,0.5,0.5,5,5,6,5,7,4,32,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0]","[1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1]","[0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0]","[1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1]"
GRUA,1000,35,13.8357,0.1708,0.2027,0.6677,-0.0176,0.3417,0.2933,0.1249,0.0808,11,5,4,4,24,4,2,0,6,17.5,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.75,0.5,0.0,2,0,1,2,3,2,10,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0]"
GRUA,1000,36,16.9675,0.2115,0.2199,0.711,-0.0169,0.3657,0.3043,0.1337,0.0997,13,5,5,12,35,11,1,1,13,36.25,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.5,1.0,0.5,0.0,0.5,0.0,0.75,2,1,8,4,2,3,20,"[1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1]","[1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1]"
GRUA,1000,37,23.6053,0.2951,0.2641,0.7852,0.0,0.4283,0.3956,0.3434,0.1442,12,7,6,7,32,5,4,0,9,27.500000000000004,0.5,0.0,0.0,0.75,0.0,0.75,0.0,0.0,0.0,0.75,0.75,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.0,2,1,1,3,5,5,17,"[0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0]","[1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]"
GRUA,1000,38,27.4645,0.3429,0.2711,0.8111,-0.0107,0.3993,0.4165,0.2707,0.2526,14,9,8,9,40,5,7,1,13,43.75,0.75,0.5,0.75,0.0,0.75,0.5,0.5,0.75,0.0,0.0,0.75,1.0,0.75,0.0,0.0,0.5,0.0,0.75,0.0,0.5,6,5,7,5,4,5,32,"[1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1]","[1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]","[1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0]"
GRUA,1000,39,26.5693,0.3321,0.2562,0.7595,-0.0006,0.3712,0.3474,0.2709,0.3552,12,9,9,9,39,5,2,4,11,40.0,0.0,0.0,0.5,1.0,1.0,0.75,0.5,0.0,0.0,1.0,0.75,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,1.0,4,6,6,6,7,6,35,"[1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1]","[0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1]","[0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1]","[0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1]"
