Kind,epoch,Repetition,Sum of Absolute Values,Mean Value,Standard Deviation,Maximum Value,Minimum Value,Kmeans_song_1_treshold,Kmeans_song_2_treshold,Kmeans_song_3_treshold,Kmeans_song_4_treshold,Song_1_Nodes_exceeding_treshold,Song_2_Nodes_exceeding_treshold,Song_3_Nodes_exceeding_treshold,Song_4_Nodes_exceeding_treshold,Total_Nodes_exceeding_treshold,degree_2_overlapp,degree_3_overlapp,degree_4_overlapp,sum_of_degree_overlapp,Total_Overlapp_percentage,overlapp_column1,overlapp_column2,overlapp_column3,overlapp_column4,overlapp_column5,overlapp_column6,overlapp_column7,overlapp_column8,overlapp_column9,overlapp_column10,overlapp_column11,overlapp_column12,overlapp_column13,overlapp_column14,overlapp_column15,overlapp_column16,overlapp_column17,overlapp_column18,overlapp_column19,overlapp_column20,song_1_song_2_11_overlap,song_1_song_3_11_overlap,song_1_song_4_11_overlap,song_2_song_3_11_overlap,song_2_song_4_11_overlap,song_3_song_4_11_overlap,total_pairwise_overlap_count,Binarized_Vector_Song_1,Binarized_Vector_Song_2,Binarized_Vector_Song_3,Binarized_Vector_Song_4
GRU,1000,26,37.8961,0.4736,0.2893,0.8113,-0.003,0.4017,0.404,0.413,0.4016,13,14,11,12,50,6,9,2,17,58.75,0.75,0.75,1.0,0.5,0.5,0.75,0.75,0.0,0.75,0.75,0.75,0.5,0.5,1.0,0.75,0.0,0.0,0.5,0.75,0.5,9,7,7,7,10,5,45,"[1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1]","[0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0]","[1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1]"
GRU,1000,27,37.5861,0.4698,0.2998,0.8113,0.0,0.4392,0.3745,0.4041,0.4072,12,14,11,12,49,4,5,6,15,58.75,0.5,0.75,0.0,0.5,1.0,0.5,0.75,0.75,0.75,1.0,0.0,0.0,1.0,0.75,0.5,1.0,1.0,0.0,1.0,0.0,9,9,9,9,10,9,55,"[1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0]","[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0]","[0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0]","[1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0]"
GRU,1000,28,39.2855,0.4911,0.301,0.8112,0.0,0.4212,0.3925,0.418,0.3876,13,14,12,13,52,10,5,4,19,63.74999999999999,0.5,1.0,0.5,0.5,0.5,0.75,0.5,1.0,1.0,1.0,0.75,0.75,0.5,0.5,0.5,0.5,0.75,0.75,0.0,0.5,9,8,8,8,8,8,49,"[0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1]","[1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0]","[1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0]"
GRU,1000,29,35.0625,0.4382,0.2842,0.8112,-0.0026,0.3868,0.3582,0.3885,0.3797,13,13,11,12,49,4,8,3,15,55.00000000000001,0.0,0.75,0.75,0.5,0.75,0.75,0.0,1.0,0.5,0.5,1.0,0.75,0.75,0.75,0.5,0.0,1.0,0.0,0.75,0.0,6,7,9,7,9,8,46,"[1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0]","[0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1]","[0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0]","[0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0]"
GRU,1000,30,36.331,0.4541,0.304,0.8113,0.0,0.4224,0.4067,0.3941,0.3977,12,13,11,11,47,5,4,5,14,52.5,0.0,0.75,0.5,0.5,0.75,1.0,0.5,0.5,0.0,0.75,0.0,0.0,0.75,1.0,0.0,1.0,0.0,1.0,1.0,0.5,8,8,8,7,8,8,47,"[0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0]","[1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1]","[0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1]","[0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0]"
GRU,1000,31,36.2545,0.4532,0.2987,0.8113,0.0,0.4191,0.4096,0.4136,0.3749,13,12,10,12,47,4,6,4,14,52.5,0.5,0.75,0.5,0.0,1.0,0.0,0.5,0.75,0.0,0.75,1.0,1.0,0.75,0.75,0.75,1.0,0.5,0.0,0.0,0.0,7,7,9,6,10,7,46,"[1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1]","[1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0]","[0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0]"
GRU,1000,32,37.6059,0.4701,0.2982,0.8112,0.0,0.3893,0.4336,0.3886,0.387,13,13,12,12,50,6,9,2,17,58.75,0.75,1.0,0.75,0.75,0.0,0.75,1.0,0.75,0.75,0.5,0.0,0.5,0.75,0.75,0.5,0.5,0.0,0.75,0.5,0.5,8,7,9,8,7,6,45,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1]","[0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0]","[1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0]"
GRU,1000,33,38.0374,0.4754,0.2931,0.8112,-0.0022,0.4145,0.4037,0.4038,0.4022,13,13,12,12,50,2,7,5,14,56.25,1.0,0.75,0.0,0.75,0.0,1.0,0.75,1.0,0.5,0.0,0.75,0.0,0.75,0.0,0.0,0.5,1.0,0.75,1.0,0.75,9,7,8,10,11,8,53,"[1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1]","[1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1]","[1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1]"
GRU,1000,34,37.739,0.4717,0.2956,0.8113,0.0,0.4189,0.4316,0.3881,0.3983,13,12,12,12,49,9,6,3,18,60.0,0.0,0.75,0.5,0.75,0.5,0.5,0.5,1.0,0.75,1.0,0.5,0.75,0.0,0.5,1.0,0.75,0.75,0.5,0.5,0.5,7,7,8,7,9,7,45,"[0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1]","[0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1]","[0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0]","[0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0]"
GRU,1000,35,37.7062,0.4713,0.2961,0.8113,0.0,0.4437,0.4084,0.4179,0.398,12,13,11,12,48,7,7,3,17,58.75,0.0,1.0,1.0,0.75,0.5,0.5,0.0,0.5,0.0,1.0,0.75,0.5,0.5,0.75,0.75,0.75,0.5,0.75,0.75,0.5,9,5,9,8,8,7,46,"[0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0]","[0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1]","[0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1]","[0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0]"
GRU,1000,36,37.2084,0.4651,0.2988,0.8113,0.0,0.3886,0.4025,0.41,0.3977,14,12,11,12,49,5,9,2,16,56.25,0.5,0.5,0.75,0.5,0.75,0.75,0.0,1.0,0.75,0.75,0.75,0.75,0.0,0.5,0.0,0.5,1.0,0.75,0.75,0.0,8,6,7,8,8,7,44,"[1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0]","[1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0]","[0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1]","[0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0]"
GRU,1000,37,38.7536,0.4844,0.2895,0.8113,0.0,0.4115,0.3935,0.3605,0.4118,13,14,13,13,53,4,9,4,17,63.74999999999999,0.75,1.0,0.75,1.0,0.75,0.75,1.0,0.75,0.75,0.0,0.5,0.0,0.5,0.75,0.75,0.5,1.0,0.5,0.0,0.75,10,8,10,9,10,8,55,"[1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1]","[0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0]","[1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1]"
GRU,1000,38,37.9901,0.4749,0.2979,0.8112,0.0,0.429,0.4208,0.4127,0.4137,13,12,11,12,48,3,3,7,13,53.75,1.0,1.0,0.75,0.0,1.0,0.5,1.0,0.75,0.0,0.0,0.5,1.0,0.75,0.5,1.0,0.0,1.0,0.0,0.0,0.0,10,8,10,8,9,9,54,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0]","[1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0]","[1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1]","[1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0]"
GRU,1000,39,38.5994,0.4825,0.2992,0.8113,0.0,0.4003,0.4093,0.4113,0.3958,13,13,12,13,51,5,5,6,16,61.25000000000001,0.0,1.0,1.0,0.5,0.75,0.5,1.0,1.0,0.75,0.75,0.5,0.0,0.75,0.75,1.0,0.0,0.5,1.0,0.5,0.0,10,9,9,10,9,9,56,"[0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0]","[0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0]","[0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0]"
GRU,1000,40,36.42,0.4552,0.2931,0.8112,0.0,0.4229,0.3978,0.3742,0.4053,13,13,11,11,48,5,8,3,16,57.49999999999999,0.0,0.0,0.75,0.75,1.0,0.5,0.75,0.75,0.5,0.75,0.75,0.5,1.0,0.5,0.75,0.0,0.0,0.5,0.75,1.0,9,8,7,8,8,7,47,"[0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1]","[0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1]","[0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1]","[0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1]"
GRU,1000,41,38.5639,0.482,0.2922,0.8112,-0.0032,0.3936,0.407,0.417,0.4043,14,14,11,12,51,6,8,3,17,60.0,0.0,0.75,0.0,1.0,0.5,0.75,0.75,1.0,0.75,0.75,1.0,0.5,0.75,0.5,0.75,0.0,0.5,0.5,0.75,0.5,9,6,9,7,10,7,48,"[1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0]","[0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1]","[0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0]"
GRU,1000,42,38.7809,0.4848,0.3011,0.8113,0.0,0.4489,0.4125,0.3806,0.4125,12,13,13,12,50,7,6,4,17,60.0,0.75,0.5,0.75,0.75,0.75,1.0,0.5,0.5,0.5,0.75,1.0,0.75,0.0,0.5,0.0,1.0,1.0,0.0,0.5,0.5,8,7,7,9,8,10,49,"[0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0]","[1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0]","[1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1]"
GRU,1000,43,38.0672,0.4758,0.2968,0.8112,0.0,0.4298,0.4087,0.4009,0.4129,13,12,12,12,49,6,7,3,16,56.25,1.0,0.5,0.5,0.75,0.75,0.5,0.75,0.0,0.75,1.0,0.5,0.0,0.75,0.75,0.5,0.0,1.0,0.5,0.0,0.75,6,8,6,8,9,8,45,"[1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1]","[1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1]","[1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0]"
GRU,1000,44,39.1893,0.4899,0.2917,0.8113,0.0,0.4072,0.3912,0.3471,0.4156,14,14,13,13,54,3,7,6,16,63.74999999999999,0.75,0.75,0.75,0.5,1.0,1.0,0.0,1.0,1.0,0.75,0.75,0.0,0.75,0.5,0.0,1.0,0.5,1.0,0.0,0.75,10,11,10,10,9,10,60,"[1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1]","[1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0]","[0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1]"
GRU,1000,45,36.7306,0.4591,0.2975,0.8111,0.0,0.4248,0.4038,0.3861,0.4035,12,13,11,12,48,2,8,4,14,55.00000000000001,0.0,1.0,0.0,0.75,1.0,0.75,1.0,0.0,1.0,0.0,0.75,0.0,0.75,0.75,0.5,0.75,0.5,0.75,0.75,0.0,10,9,8,8,7,8,50,"[0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0]","[0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1]","[0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0]","[0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0]"
GRU,1000,46,37.39,0.4674,0.2977,0.8113,0.0,0.4338,0.3968,0.3907,0.401,13,13,12,11,49,9,4,4,17,57.49999999999999,1.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.75,0.75,0.0,1.0,0.0,1.0,0.75,0.5,1.0,0.5,0.5,0.75,7,7,6,9,9,7,45,"[1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]","[1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1]","[1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0]","[1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1]"
GRU,1000,47,36.2484,0.4531,0.2976,0.8113,0.0,0.4043,0.4255,0.3855,0.4009,13,11,12,11,47,4,10,1,15,52.5,0.0,0.5,0.75,0.75,0.75,0.5,1.0,0.5,0.0,0.5,0.75,0.0,0.75,0.75,0.75,0.75,0.0,0.0,0.75,0.75,6,6,7,6,9,6,40,"[1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1]","[0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1]","[0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1]"
GRU,1000,48,36.232,0.4529,0.311,0.8113,0.0,0.4006,0.3971,0.3907,0.3858,13,13,11,11,48,6,7,3,16,56.25,0.75,1.0,0.75,0.75,0.0,0.5,0.0,0.0,0.5,0.5,0.5,1.0,0.5,0.75,0.0,0.75,0.75,0.75,1.0,0.5,8,7,9,7,7,7,45,"[1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0]","[0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0]","[1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1]","[1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
GRU,1000,49,38.1538,0.4769,0.2864,0.8112,0.0,0.3956,0.396,0.3948,0.4241,13,14,12,12,51,4,9,3,16,58.75,0.75,1.0,0.5,0.0,0.5,0.5,0.0,1.0,0.75,0.75,0.75,0.0,0.75,0.75,1.0,0.5,0.75,0.75,0.0,0.75,8,8,6,9,9,9,49,"[1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0]","[0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1]","[1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1]"
GRUA,1000,0,22.4292,0.2791,0.24,0.7595,-0.0199,0.3268,0.3707,0.2315,0.2203,14,7,9,7,37,4,5,1,10,33.75,0.0,0.75,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.75,0.0,0.0,0.0,1.0,0.0,0.75,0.75,0.75,0.0,4,6,4,4,3,4,25,"[0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0]","[1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0]","[0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0]"
GRUA,1000,1,23.1751,0.2897,0.2259,0.7594,-0.0011,0.3433,0.3653,0.3486,0.2034,12,7,7,8,34,4,2,3,9,32.5,0.0,0.0,0.0,0.75,0.0,0.0,0.5,1.0,0.5,0.75,0.0,1.0,0.0,0.5,0.0,0.0,1.0,0.0,0.5,0.0,3,4,7,5,4,5,28,"[1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1]","[0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0]"
GRUA,1000,2,32.9291,0.4116,0.2809,0.7993,0.0,0.3866,0.4185,0.3678,0.4212,13,10,9,10,42,7,6,1,14,45.0,0.75,0.5,0.75,0.75,0.0,0.75,0.0,0.5,0.0,0.5,0.5,0.0,0.5,1.0,0.5,0.0,0.75,0.0,0.5,0.75,6,5,5,9,3,3,31,"[0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1]","[1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1]","[1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1]","[1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0]"
GRUA,1000,3,23.6822,0.2955,0.2283,0.7444,-0.0106,0.3952,0.3047,0.2056,0.2634,14,8,9,9,40,3,8,1,12,42.5,0.5,0.75,0.0,0.0,0.75,0.5,0.0,0.75,0.75,0.0,1.0,0.75,0.0,0.75,0.5,0.75,0.0,0.75,0.0,0.0,6,7,6,5,4,5,33,"[1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0]","[0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0]","[1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0]"
GRUA,1000,4,17.6088,0.219,0.2228,0.7722,-0.0209,0.4044,0.2938,0.1329,0.1805,12,5,5,5,27,5,1,1,7,21.25,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.5,1.0,0.75,0.0,0.0,0.0,0.0,0.0,2,3,3,2,3,1,14,"[1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0]"
GRUA,1000,5,13.8514,0.1685,0.2227,0.7882,-0.0319,0.3728,0.2923,0.15,0.0726,11,3,5,4,23,5,2,0,7,20.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.75,0.0,0.5,0.75,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,1,4,3,0,2,1,11,"[0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0]","[0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
GRUA,1000,6,21.0858,0.259,0.2632,0.7948,-0.0427,0.4089,0.3382,0.2305,0.2172,12,7,6,6,31,7,4,0,11,32.5,0.5,0.75,0.0,0.5,0.75,0.0,0.0,0.5,0.0,0.0,0.0,0.75,0.0,0.5,0.5,0.0,0.0,0.5,0.75,0.5,5,3,2,3,2,4,19,"[0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0]","[0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0]","[1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1]","[1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1]"
GRUA,1000,7,15.6661,0.1958,0.2286,0.7827,-0.0003,0.4075,0.3041,0.1791,0.05,11,5,5,6,27,4,2,1,7,22.5,0.5,0.0,0.0,0.75,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.75,0.0,0.0,0.0,1.0,0.5,3,2,3,1,5,2,16,"[1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1]","[1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1]"
